"","dataID","HHuniqueID","Communication.x","LastContactDay","LastContactMonth","NoOfContacts.x","DaysPassed.x","PrevAttempts.x","past_Outcome.x","Y_AcceptedOffer.x","DTPrediction.0","DTPrediction.1","RF1Prediction","prospectRF500.0","prospectRF500.1","prospectRF100.0","prospectRF100.1","prospectRFtc.0","prospectRFtc.1","prospectLogReg","prospectLGBoost.0","prospectLGBoost.1","prospectKNN.0","prospectKNN.1","Communication.y","NoOfContacts.y","DaysPassed.y","PrevAttempts.y","carMake","carModel","carYr","headOfhouseholdGender","annualDonations","EstRace","PetsPurchases","DigitalHabits_5_AlwaysOn","AffluencePurchases","Age","Job","Marital","Education","DefaultOnRecord","RecentBalance","HHInsurance","CarLoan","Weekday","CallDayTime","past_Outcome.y","call_dur_min","Y_AcceptedOffer.y","combinedscore","rank"
"122",4131,"HHad15a796e1","cellular",1,"jun",1,90,1,"success",NA,0.148936170212766,0.851063829787234,0.9205,0.082,0.918,0.07,0.93,0.074,0.926,0.909443328425231,0.0474258731775666,0.952574126822433,0.361702127659574,0.638297872340426,"cellular",1,90,1,"Mercedes-Benz","C-Class",2011,"M","","",FALSE,5,FALSE,47,"technician","married","secondary",0,293,0,0,"Monday",10,"success",4.18333333333332,NA,5.21593582895009,30
"123",4721,"HHc4638b608c","cellular",22,"aug",2,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.246222222222222,0.78,0.22,0.76,0.24,0.708,0.292,0.30269565093911,0.268941421369995,0.731058578630005,0.74468085106383,0.25531914893617,"cellular",2,-1,0,"Toyota","RAV4",2016,"M","","",FALSE,4,TRUE,38,"technician","married","tertiary",0,664,0,0,"Saturday",10,NA,4.0333333333333,NA,1.84373487042332,514
"124",4894,"HH32aac454ac","cellular",28,"jan",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.335055555555556,0.688,0.312,0.7,0.3,0.676,0.324,0.132353831804109,0.952574126822433,0.0474258731775668,0.638297872340426,0.361702127659574,"cellular",1,-1,0,"GMC","Savana 1500",2010,"M","","",FALSE,3,TRUE,29,"blue-collar","single","secondary",0,415,0,1,"Tuesday",17,NA,2.68333333333333,NA,1.45048514369428,586
"125",4831,"HH9fb6b00973","cellular",28,"jan",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.2565,0.72,0.28,0.73,0.27,0.772,0.228,0.30968779002395,0.993307149075715,0.00669285092428486,0.553191489361702,0.446808510638298,"cellular",1,-1,0,"Chevrolet","Suburban 1500",2006,"F","","",TRUE,4,TRUE,57,"retired","married","tertiary",0,34,0,1,"Tuesday",11,NA,2.31666666666666,NA,1.33685850441973,610
"126",4376,"HHc9b1d48c10","cellular",11,"oct",1,182,2,"success",NA,0.148936170212766,0.851063829787234,0.693888888888889,0.29,0.71,0.22,0.78,0.324,0.676,0.967692785487926,0.0474258731775666,0.952574126822433,0.340425531914894,0.659574468085106,"cellular",1,182,2,"GMC","Sierra",2017,"F","","Chilean",TRUE,2,TRUE,36,"technician","single","secondary",0,12264,0,0,"Sunday",17,"success",4.7500000000001,NA,4.62921242469477,124
"127",4461,"HH9cece9e6c0",NA,11,"jun",4,-1,0,NA,NA,0.294964028776978,0.705035971223022,0.439111111111111,0.56,0.44,0.61,0.39,0.39,0.61,0.999237505347851,0.731058578630005,0.268941421369995,0.723404255319149,0.276595744680851,"not provided",4,-1,0,"Nissan","Stanza",2002,"F","","",TRUE,4,TRUE,35,"management","married","tertiary",0,810,0,0,"Thursday",14,NA,2.06666666666678,NA,2.69057313727387,407
"128",4633,"HHba60a3dfae","cellular",14,"aug",4,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.083111111111111,0.93,0.07,0.87,0.13,0.952,0.048,0.125740217083105,0.731058578630005,0.268941421369995,0.659574468085106,0.340425531914894,"cellular",4,-1,0,"Lexus","LS",2019,"F","","",TRUE,4,TRUE,46,"blue-collar","married","primary",0,648,0,0,"Friday",15,NA,0.983333333333221,NA,0.962724096142032,702
"129",4780,"HH66c1f65089","cellular",22,"jul",2,-1,0,NA,NA,0.878048780487805,0.121951219512195,0.0967222222222222,0.904,0.096,0.79,0.21,0.944,0.056,0.000164294674914396,0.952574126822433,0.0474258731775668,0.659574468085106,0.340425531914894,"cellular",2,-1,0,"Chevrolet","Lumina",2011,"F","","",TRUE,2,FALSE,35,"admin.","single","secondary",0,507,1,0,"Wednesday",17,NA,9.33333333333341,NA,0.871802624604656,736
"130",4620,"HHac886c095c","cellular",5,"jun",1,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.867611111111111,0.132,0.868,0.21,0.79,0.114,0.886,0.820667663543904,0.268941421369995,0.731058578630005,0.574468085106383,0.425531914893617,"cellular",1,-1,0,"Saab","9000",2003,"M","","",TRUE,1,TRUE,28,"management","single","tertiary",0,874,1,0,"Friday",12,NA,8.48333333333327,NA,4.4783682713014,141
"131",4922,"HH3309e0fe10",NA,30,"may",3,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.00638888888888863,0.992,0.008,0.97,0.03,0.988,0.012,4.82881341846548e-06,0.999088948805599,0.000911051194400645,0.680851063829787,0.319148936170213,"not provided",3,-1,0,"Audi","A5",2019,"M","","",FALSE,1,FALSE,45,"admin.","married","secondary",0,840,1,0,"Saturday",16,NA,0.899999999999981,NA,0.475417130221756,904
"132",4248,"HH55d161df35","cellular",19,"may",1,90,6,"success",NA,0.222222222222222,0.777777777777778,0.930333333333333,0.07,0.93,0.1,0.9,0.086,0.914,0.949767918033558,0.00669285092428473,0.993307149075715,0.25531914893617,0.74468085106383,"cellular",1,90,6,"Mitsubishi","Eclipse",2015,"M","","",TRUE,2,TRUE,53,"technician","married","secondary",0,195,1,0,"Tuesday",10,"success",7.86666666666664,NA,5.25976577791732,24
"133",4654,"HHa790aa13fe","cellular",17,"jul",2,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.863277777777778,0.136,0.864,0.17,0.83,0.124,0.876,0.999936074595573,0.268941421369995,0.731058578630005,0.595744680851064,0.404255319148936,"cellular",2,-1,0,"Chevrolet","Uplander",2018,"F","","",FALSE,4,TRUE,26,"services","single","secondary",0,-189,0,1,"Friday",14,NA,8.96666666666674,NA,4.48309167555672,139
"134",4657,"HH8965596dde","cellular",25,"jul",3,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0740555555555555,0.91,0.09,0.91,0.09,0.92,0.08,0.0862344601373552,0.952574126822433,0.0474258731775668,0.638297872340426,0.361702127659574,"cellular",3,-1,0,"Volkswagen","Golf",2003,"M","","",TRUE,5,TRUE,60,"retired","married","secondary",0,90,1,0,"Saturday",16,NA,0.683333333333334,NA,0.774485143694284,776
"135",4265,"HH4ca6c3b4b1",NA,17,"jun",3,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.792333333333333,0.214,0.786,0.36,0.64,0.168,0.832,0.99435162695115,0.268941421369995,0.731058578630005,0.382978723404255,0.617021276595745,"not provided",3,-1,0,"Acura","RL",2016,"F","","",TRUE,2,TRUE,38,"student","single","tertiary",0,3316,0,0,"Wednesday",17,NA,22.4166666666666,NA,4.38385763300353,157
"136",4243,"HH6774d50abe","cellular",9,"jul",5,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.294722222222222,0.664,0.336,0.64,0.36,0.656,0.344,0.173746008506131,0.731058578630005,0.268941421369995,0.659574468085106,0.340425531914894,"cellular",5,-1,0,"Volvo","S80",2019,"M","","",FALSE,5,TRUE,25,"technician","single","secondary",0,959,0,0,"Thursday",13,NA,2.40000000000006,NA,1.75472409614203,531
"137",4793,"HH8a3d1571a2","cellular",27,"aug",15,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.123555555555556,0.888,0.112,0.89,0.11,0.838,0.162,0.0279112604962425,0.952574126822433,0.0474258731775668,0.723404255319149,0.276595744680851,"cellular",15,-1,0,"Pontiac","Bonneville",2000,"M","","",TRUE,3,FALSE,37,"self-employed","married","secondary",0,487,0,1,"Thursday",9,NA,2.58333333333331,NA,0.813378760715561,758
"138",4284,"HHfae7d85e3b",NA,7,"may",4,-1,0,NA,NA,0.787671232876712,0.212328767123288,0.237833333333333,0.776,0.224,0.8,0.2,0.78,0.22,0.0836232330708489,0.952574126822433,0.0474258731775668,0.893617021276596,0.106382978723404,"not provided",4,-1,0,"Chevrolet","Malibu",2016,"F","","",FALSE,3,FALSE,38,"blue-collar","married","secondary",0,22,1,1,"Thursday",11,NA,5.88333333333335,NA,1.01013761902426,691
"139",4900,"HH2746dd2fb1","cellular",21,"nov",1,-1,0,NA,NA,0.888888888888889,0.111111111111111,0.150166666666667,0.868,0.132,0.82,0.18,0.904,0.096,0.0750418242918931,0.952574126822433,0.0474258731775668,0.638297872340426,0.361702127659574,"cellular",1,-1,0,"Lexus","IS",2014,"F","","",FALSE,1,FALSE,58,"blue-collar","married","primary",0,3108,0,1,"Saturday",9,NA,0.883333333333285,NA,0.928239111948252,712
"140",4261,"HHb28d9b18df","cellular",6,"apr",1,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.983666666666667,0.006,0.994,0.04,0.96,0.004,0.996,0.999998714359177,0.000911051194400603,0.999088948805599,0.5,0.5,"cellular",1,-1,0,"Mazda","Tribute",2014,"F","","",TRUE,5,FALSE,36,"self-employed","married","secondary",0,1184,1,0,"Monday",13,NA,17.7166666666667,NA,5.22686672658338,29
"141",4220,"HH54d42d47ec","cellular",15,"jun",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.290722222222222,0.734,0.266,0.71,0.29,0.718,0.282,0.21864700390894,0.952574126822433,0.0474258731775668,0.382978723404255,0.617021276595745,"cellular",1,-1,0,"Pontiac","Firebird",2006,"F","","",FALSE,5,TRUE,24,"admin.","single","tertiary",0,454,1,0,"Monday",14,NA,2.31666666666666,NA,1.60780429263045,554
"142",4784,"HH43c8759373","cellular",27,"oct",1,111,8,"other",NA,0.294964028776978,0.705035971223022,0.704333333333333,0.27,0.73,0.34,0.66,0.274,0.726,0.000212316639464496,0.00669285092428473,0.993307149075715,0.425531914893617,0.574468085106383,"cellular",1,111,8,"Buick","Century",2012,"F","$926.88 ","Spaniard",FALSE,4,FALSE,56,"management","married","secondary",0,0,0,0,"Tuesday",14,"other",4.96666666666659,NA,4.38881120540512,156
"143",4899,"HH523d6ac4ce","cellular",6,"feb",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.317944444444444,0.746,0.254,0.7,0.3,0.678,0.322,0.317558380152159,0.268941421369995,0.731058578630005,0.51063829787234,0.48936170212766,"cellular",1,-1,0,"Hyundai","Santa Fe",2012,"F","","",FALSE,1,FALSE,56,"management","married","tertiary",0,616,0,0,"Thursday",11,NA,2.60000000000001,NA,2.20177742361481,468
"144",4161,"HH840309a256","cellular",7,"jul",1,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.569388888888889,0.42,0.58,0.35,0.65,0.49,0.51,0.772067991590102,0.731058578630005,0.268941421369995,0.595744680851064,0.404255319148936,"cellular",1,-1,0,"Mercury","Grand Marquis",2019,"M","","Ottawa",TRUE,3,FALSE,29,"management","single","tertiary",0,4331,0,0,"Tuesday",16,NA,10.1833333333334,NA,3.19097451829671,332
"145",4334,"HH9e38f146f7","cellular",30,"jan",3,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0952222222222222,0.902,0.098,0.87,0.13,0.922,0.078,4.35273061172182e-06,0.0474258731775666,0.952574126822433,0.702127659574468,0.297872340425532,"cellular",3,-1,0,"Ford","Crown Victoria",2019,"F","$1,045.52 ","",TRUE,1,TRUE,32,"services","divorced","secondary",0,130,1,0,"Thursday",13,NA,3.23333333333341,NA,1.66180361010511,544
"146",4444,"HH127984b0f0","cellular",6,"aug",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.137666666666667,0.824,0.176,0.83,0.17,0.87,0.13,0.132186483946278,0.268941421369995,0.731058578630005,0.680851063829787,0.319148936170213,"cellular",1,-1,0,"Aston Martin","DBS",2019,"F","","",TRUE,5,FALSE,32,"self-employed","married","primary",0,286,1,0,"Thursday",11,NA,2.91666666666667,NA,1.63156465765736,548
"147",4086,"HHf41f768482",NA,13,"may",1,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.270333333333333,0.704,0.296,0.8,0.2,0.744,0.256,0.0235616657951042,0.952574126822433,0.0474258731775668,0.851063829787234,0.148936170212766,"not provided",1,-1,0,"Dodge","Viper",2009,"F","","Sri Lankan",TRUE,3,FALSE,45,"blue-collar","married","secondary",0,8680,1,0,"Wednesday",10,NA,8.38333333333334,NA,1.72613982116811,537
"148",4105,"HH6632d16d5e","cellular",20,"nov",2,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0248888888888888,0.99,0.01,0.98,0.02,0.984,0.016,2.37670109801744e-06,0.993307149075715,0.00669285092428486,0.638297872340426,0.361702127659574,"cellular",2,-1,0,"Saab","9-2X",2016,"M","","Yaqui",TRUE,3,FALSE,46,"blue-collar","married","primary",0,6150,1,0,"Friday",11,NA,2.6166666666667,NA,0.519752121441002,886
"149",4079,"HH1bb7bbc664","cellular",8,"sep",1,92,3,"success",NA,0.148936170212766,0.851063829787234,0.925277777777778,0.052,0.948,0.02,0.98,0.024,0.976,0.868595230983009,0.00669285092428473,0.993307149075715,0.361702127659574,0.638297872340426,"cellular",1,92,3,"Cadillac","CTS",2019,"F","","",TRUE,1,TRUE,38,"admin.","married","secondary",0,0,1,0,"Tuesday",13,"success",3.49999999999991,NA,5.38666885120337,13
"150",4373,"HH0d50eeacf4",NA,14,"may",4,-1,0,NA,NA,0.787671232876712,0.212328767123288,0.0725555555555555,0.932,0.068,0.95,0.05,0.948,0.052,0.0757349068097842,0.952574126822433,0.0474258731775668,0.829787234042553,0.170212765957447,"not provided",4,-1,0,"Mitsubishi","RVR",2003,"F","","",TRUE,3,TRUE,54,"technician","divorced","secondary",0,447,1,0,"Thursday",15,NA,2.43333333333329,NA,0.599967406258301,848
"151",4635,"HHe255262ebb","cellular",17,"jul",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.112222222222222,0.912,0.088,0.91,0.09,0.924,0.076,0.0665637873390454,0.268941421369995,0.731058578630005,0.787234042553192,0.212765957446809,"cellular",1,-1,0,"Saab","",2005,"F","","",TRUE,3,FALSE,37,"self-employed","married","secondary",1,0,1,0,"Friday",17,NA,2.63333333333332,NA,1.30318167893396,617
"152",4100,"HHeaa7853cf8","cellular",13,"may",1,345,8,"failure",NA,0.222222222222222,0.777777777777778,0.837111111111111,0.146,0.854,0.26,0.74,0.098,0.902,0.997779955452973,0.00669285092428473,0.993307149075715,0.595744680851064,0.404255319148936,"cellular",1,345,8,"Honda","Odyssey",2019,"F","","",TRUE,4,FALSE,36,"blue-collar","married","primary",0,828,0,0,"Wednesday",14,"failure",25.1999999999999,NA,4.67134024600243,113
"153",4056,"HH07d8cade5d","telephone",9,"sep",1,79,3,"failure",NA,0.346938775510204,0.653061224489796,0.638722222222222,0.42,0.58,0.43,0.57,0.374,0.626,0.69578908181812,0.0474258731775666,0.952574126822433,0.638297872340426,0.361702127659574,"telephone",1,79,3,"Mercedes-Benz","E-Class",2010,"F","","",FALSE,5,TRUE,79,"retired","married","secondary",0,723,0,0,"Wednesday",16,"failure",4.60000000000008,NA,3.7433374789718,248
"154",4010,"HHd9cebc99b0","cellular",21,"nov",2,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.00222222222222203,0.998,0.002,1,0,0.998,0.002,2.56417247188031e-06,0.993307149075715,0.00669285092428486,0.851063829787234,0.148936170212766,"cellular",2,-1,0,"Chrysler","LeBaron",2002,"F","","",TRUE,2,FALSE,36,"self-employed","married","secondary",0,1006,1,0,"Saturday",13,NA,1.4833333333333,NA,0.264986163994194,984
"155",4844,"HHf5bbb7f7e6","cellular",30,"apr",1,160,5,"other",NA,0.894642857142857,0.105357142857143,0.7215,0.264,0.736,0.3,0.7,0.264,0.736,0.550251792826678,0.268941421369995,0.731058578630005,0.458333333333333,0.541666666666667,"cellular",1,160,5,"Saab","43348",2019,"F","","",FALSE,3,TRUE,34,"management","married","tertiary",0,3047,0,0,"Thursday",16,"other",5.28333333333325,NA,3.55008238815381,287
"156",4464,"HH6edbc8212a","cellular",20,"jul",2,92,8,"failure",NA,0.787671232876712,0.212328767123288,0.663,0.346,0.654,0.37,0.63,0.326,0.674,0.599539598041318,0.0474258731775666,0.952574126822433,0.425531914893617,0.574468085106383,"cellular",2,92,8,"Lexus","RX Hybrid",2019,"F","","Tongan",TRUE,1,TRUE,57,"retired","married","secondary",0,3738,1,0,"Monday",14,"failure",2.96666666666676,NA,3.6973709790521,257
"157",4288,"HH6a4f969b8b",NA,15,"may",2,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0456666666666665,0.962,0.038,0.89,0.11,0.956,0.044,0.0240309875267733,0.993307149075715,0.00669285092428486,0.787234042553192,0.212765957446809,"not provided",2,-1,0,"Eagle","Talon",2001,"M","","Ottawa",TRUE,3,FALSE,41,"management","married","tertiary",0,6060,1,0,"Friday",10,NA,1.18333333333333,NA,0.516815951228236,889
"158",4987,"HH022baeee67",NA,18,"jun",2,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0731666666666666,0.954,0.046,0.94,0.06,0.928,0.072,0.167402347041178,0.731058578630005,0.268941421369995,0.765957446808511,0.234042553191489,"not provided",2,-1,0,"Mitsubishi","Mirage",2009,"M","","",TRUE,2,TRUE,53,"retired","married","secondary",0,357,0,0,"Thursday",11,NA,2.56666666666669,NA,0.786341117418627,771
"159",4217,"HHfa7bf3a6f1",NA,2,"jun",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0283888888888887,0.976,0.024,0.93,0.07,0.96,0.04,0.0563814370767348,0.952574126822433,0.0474258731775668,0.808510638297872,0.191489361702128,"not provided",1,-1,0,"Suzuki","SJ",1996,"M","","",FALSE,4,TRUE,33,"management","married","tertiary",0,0,1,0,"Tuesday",11,NA,3.71666666666663,NA,0.478272377736837,902
"160",4887,"HH37d9a6a708","cellular",22,"oct",5,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.483611111111111,0.596,0.404,0.55,0.45,0.588,0.412,0.509173476100096,0.268941421369995,0.731058578630005,0.617021276595745,0.382978723404255,"cellular",5,-1,0,"Chrysler","Crossfire",2016,"M","","",TRUE,3,FALSE,55,"management","divorced","tertiary",0,0,0,0,"Thursday",10,NA,5.99999999999998,NA,2.4853944448914,431
"161",4897,"HH708b47d542",NA,29,"may",1,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.730222222222222,0.228,0.772,0.29,0.71,0.238,0.762,0.196337750981319,0.731058578630005,0.268941421369995,0.914893617021277,0.0851063829787234,"not provided",1,-1,0,"Buick","Skylark",2007,"F","","",TRUE,1,FALSE,44,"services","married","secondary",0,744,1,0,"Friday",14,NA,9.56666666666667,NA,3.3758255821265,313
"162",4563,"HHa9f291f1ed","cellular",14,"may",1,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.554944444444444,0.416,0.584,0.49,0.51,0.408,0.592,0.583541664837994,0.268941421369995,0.731058578630005,0.680851063829787,0.319148936170213,"cellular",1,-1,0,"Volkswagen","Touareg",2018,"M","","Chilean",TRUE,1,FALSE,54,"management","divorced","tertiary",0,-449,1,0,"Thursday",16,NA,11.5166666666667,NA,3.513985292578,292
"163",4404,"HH4629c1896f","cellular",18,"jul",10,-1,0,NA,NA,0.888888888888889,0.111111111111111,0.0891666666666667,0.908,0.092,0.87,0.13,0.928,0.072,0.0585475134672095,0.952574126822433,0.0474258731775668,0.617021276595745,0.382978723404255,"cellular",10,-1,0,"Audi","A6",2016,"F","","",FALSE,2,TRUE,30,"services","single","secondary",0,114,0,1,"Saturday",9,NA,1.83333333333327,NA,0.835515707692933,752
"164",4435,"HH54949a4169","cellular",11,"aug",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.296333333333333,0.71,0.29,0.61,0.39,0.766,0.234,0.07331216975595,0.952574126822433,0.0474258731775668,0.702127659574468,0.297872340425532,"cellular",1,-1,0,"Scion","tC",2019,"F","","Colville",TRUE,3,TRUE,35,"management","single","tertiary",1,-1980,1,1,"Tuesday",14,NA,3.78333333333334,NA,1.36465535646024,603
"165",4104,"HH0ae2a78e77","cellular",14,"aug",2,-1,0,NA,NA,0.888888888888889,0.111111111111111,0.161222222222222,0.826,0.174,0.67,0.33,0.882,0.118,0.49542248153741,0.731058578630005,0.268941421369995,0.659574468085106,0.340425531914894,"cellular",2,-1,0,"Lexus","RX Hybrid",2016,"M","","",FALSE,1,TRUE,33,"technician","single","tertiary",0,0,0,0,"Friday",12,NA,1.54999999999992,NA,1.342478064396,608
"166",4318,"HHccf91e0845",NA,9,"may",1,-1,0,NA,NA,0.878048780487805,0.121951219512195,0.3465,0.638,0.362,0.65,0.35,0.704,0.296,0.0531992598839748,0.952574126822433,0.0474258731775668,0.74468085106383,0.25531914893617,"not provided",1,-1,0,"","S8",2011,"M","","Cree",FALSE,3,TRUE,40,"blue-collar","divorced","primary",0,21,1,0,"Saturday",12,NA,9.73333333333331,NA,1.43269624162593,591
"167",4090,"HHcb160001c5","cellular",8,"jul",2,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.836555555555556,0.198,0.802,0.27,0.73,0.146,0.854,0.787820456517197,0.0474258731775666,0.952574126822433,0.595744680851064,0.404255319148936,"cellular",2,-1,0,"Kia","Rio",2012,"M","","",TRUE,1,FALSE,26,"blue-collar","single","secondary",1,81,0,1,"Wednesday",12,NA,13.3833333333332,NA,4.52060722374915,133
"168",4770,"HHcdeb71fe6c",NA,21,"may",4,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.584888888888889,0.42,0.58,0.65,0.35,0.392,0.608,6.25818102917998e-05,0.0474258731775666,0.952574126822433,0.74468085106383,0.25531914893617,"not provided",4,-1,0,"Mercury","Grand Marquis",1996,"F","$849.24 ","",TRUE,2,TRUE,54,"management","divorced","tertiary",0,487,1,0,"Thursday",16,NA,13.8000000000001,NA,3.52367105353638,290
"169",4238,"HH5712ea23af",NA,26,"may",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0213888888888887,0.976,0.024,0.97,0.03,0.988,0.012,3.21759084306947e-07,0.993307149075715,0.00669285092428486,0.829787234042553,0.170212765957447,"not provided",1,-1,0,"GMC","Envoy XL",2015,"M","$212.04 ","",FALSE,5,FALSE,42,"technician","married","secondary",0,-245,0,1,"Tuesday",11,NA,1.05,NA,0.348262759738875,965
"170",4596,"HH2edda90cad","cellular",21,"nov",1,-1,0,NA,NA,0.878048780487805,0.121951219512195,0.163777777777778,0.836,0.164,0.74,0.26,0.87,0.13,0.000144474534645664,0.952574126822433,0.0474258731775668,0.765957446808511,0.234042553191489,"cellular",1,-1,0,"Chrysler","LeBaron",2004,"F","","Malaysian",FALSE,3,TRUE,31,"management","single","tertiary",0,4718,1,0,"Saturday",14,NA,8.93333333333334,NA,0.957419645881251,704
"171",4431,"HH4b43f875a1",NA,6,"jun",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0708333333333332,0.956,0.044,0.95,0.05,0.97,0.03,0.0398768051681808,0.952574126822433,0.0474258731775668,0.659574468085106,0.340425531914894,"not provided",1,-1,0,"Lexus","LS",2011,"M","","",TRUE,5,TRUE,38,"technician","single","secondary",0,0,1,0,"Saturday",13,NA,1.06666666666662,NA,0.617208547949603,836
"172",4084,"HHe8c454dfab","cellular",21,"oct",2,184,1,"success",NA,0.222222222222222,0.777777777777778,0.9095,0.07,0.93,0.06,0.94,0.116,0.884,0.985815048292442,0.0474258731775666,0.952574126822433,0.234042553191489,0.765957446808511,"cellular",2,184,1,"BMW","5 Series",2019,"M","","",FALSE,1,TRUE,33,"management","single","tertiary",0,6807,0,0,"Wednesday",12,"success",8.53333333333328,NA,5.25030935140872,26
"173",4481,"HHb1eed06357","cellular",9,"feb",7,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0447222222222221,0.942,0.058,0.94,0.06,0.99,0.01,0.0302791318393531,0.993307149075715,0.00669285092428486,0.553191489361702,0.446808510638298,"cellular",7,-1,0,"Land Rover","Range Rover",2012,"M","","Iroquois",TRUE,3,FALSE,38,"management","married","secondary",0,844,0,0,"Sunday",9,NA,0.199999999999951,NA,0.686858504419726,808
"174",4865,"HH38a851c90d","cellular",28,"aug",30,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0782777777777777,0.93,0.07,0.85,0.15,0.952,0.048,0.0137167083053944,0.952574126822433,0.0474258731775668,0.808510638297872,0.191489361702128,"cellular",30,-1,0,"Dodge","Stratus",2019,"M","","",TRUE,2,FALSE,33,"technician","single","tertiary",0,34,0,0,"Friday",17,NA,0.216666666666807,NA,0.612272377736837,842
"175",4068,"HH3e470ae6c5",NA,2,"jun",9,-1,0,NA,NA,0.787671232876712,0.212328767123288,0.0439999999999999,0.958,0.042,0.9,0.1,0.958,0.042,0.0458403173532227,0.952574126822433,0.0474258731775668,0.829787234042553,0.170212765957447,"not provided",9,-1,0,"Dodge","Ram 3500",2007,"M","","",TRUE,3,FALSE,33,"technician","single","secondary",0,1994,1,0,"Tuesday",15,NA,0.949999999999989,NA,0.613967406258301,840
"176",4150,"HHc2c60c0c18","telephone",31,"aug",2,283,1,"success",NA,0.222222222222222,0.777777777777778,0.926277777777778,0.072,0.928,0.1,0.9,0.102,0.898,0.963862278512613,0.268941421369995,0.731058578630005,0.106382978723404,0.893617021276596,"telephone",2,283,1,"Chrysler","New Yorker",2019,"M","","",TRUE,2,FALSE,45,"management","married","tertiary",0,4119,1,1,"Monday",17,"success",7.88333333333334,NA,5.12845337768438,40
"177",4638,"HH5f687b1fcc","cellular",26,"may",2,98,1,"success",NA,0.222222222222222,0.777777777777778,0.8485,0.134,0.866,0.1,0.9,0.174,0.826,0.802394312981556,0.268941421369995,0.731058578630005,0.361702127659574,0.638297872340426,"cellular",2,98,1,"Dodge","Caravan",2012,"F","","",FALSE,2,FALSE,29,"services","married","secondary",0,1135,1,0,"Tuesday",12,"success",6.78333333333333,NA,4.73913422874821,97
"178",4662,"HH8e42c924a4","cellular",21,"nov",6,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0259999999999999,0.946,0.054,0.97,0.03,0.974,0.026,0.0396461307858342,0.731058578630005,0.268941421369995,0.680851063829787,0.319148936170213,"cellular",6,-1,0,"BMW","330",2015,"M","","",FALSE,2,FALSE,44,"technician","single","secondary",0,1548,1,0,"Saturday",14,NA,1.03333333333323,NA,0.803447500397351,764
"179",4389,"HH7ddae57e62","cellular",21,"nov",4,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0638888888888888,0.898,0.102,0.89,0.11,0.93,0.07,0.0504147939908005,0.268941421369995,0.731058578630005,0.702127659574468,0.297872340425532,"cellular",4,-1,0,"Volvo","240",2002,"F","","",TRUE,2,FALSE,37,"blue-collar","married","primary",0,2120,1,0,"Saturday",17,NA,2.50000000000007,NA,1.41628806191268,592
"180",4701,"HH2065aa1928",NA,20,"may",15,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0306666666666665,0.978,0.022,0.98,0.02,0.988,0.012,3.29643958207732e-07,0.731058578630005,0.268941421369995,0.872340425531915,0.127659574468085,"not provided",15,-1,0,"Toyota","Solara",2017,"F","$173.48 ","",FALSE,5,FALSE,41,"services","single","secondary",0,397,1,0,"Wednesday",17,NA,0.316666666666663,NA,0.555958138695223,874
"181",4316,"HHa1049b72f2","cellular",19,"aug",6,-1,0,NA,NA,0.878048780487805,0.121951219512195,0.177111111111111,0.828,0.172,0.85,0.15,0.858,0.142,0.0847863172386367,0.952574126822433,0.0474258731775668,0.553191489361702,0.446808510638298,"cellular",6,-1,0,"Saab","900",1999,"M","","",TRUE,4,FALSE,39,"management","married","tertiary",0,5495,1,0,"Wednesday",15,NA,6.51666666666667,NA,1.08018560332806,664
