"","Communication_catP","Communication_catB","NoOfContacts","DaysPassed","PrevAttempts","carMake_catP","carMake_catB","carModel_catP","carModel_catB","carYr","annualDonations_catP","annualDonations_catB","EstRace_catP","EstRace_catB","PetsPurchases","DigitalHabits_5_AlwaysOn","AffluencePurchases","Age","Job_catP","Job_catB","Marital_catP","Marital_catB","Education_catP","Education_catB","DefaultOnRecord","RecentBalance","HHInsurance","CarLoan","Weekday_catP","Weekday_catB","CallDayTime","past_Outcome_catP","past_Outcome_catB","call_dur_min","Communication_lev_x_cellular","Communication_lev_x_not_provided","Communication_lev_x_telephone","carMake_lev_x_","carMake_lev_x_Audi","carMake_lev_x_BMW","carMake_lev_x_Chevrolet","carMake_lev_x_Dodge","carMake_lev_x_Ford","carMake_lev_x_GMC","carMake_lev_x_Honda","carMake_lev_x_Lexus","carMake_lev_x_Mazda","carMake_lev_x_Mercedes_minus_Benz","carMake_lev_x_Mitsubishi","carMake_lev_x_Nissan","carMake_lev_x_Pontiac","carMake_lev_x_Toyota","carMake_lev_x_Volkswagen","carModel_lev_x_","headOfhouseholdGender_lev_x_F","headOfhouseholdGender_lev_x_M","annualDonations_lev_x_","EstRace_lev_x_","Job_lev_x_admin_","Job_lev_x_blue_minus_collar","Job_lev_x_entrepreneur","Job_lev_x_housemaid","Job_lev_x_management","Job_lev_x_retired","Job_lev_x_self_minus_employed","Job_lev_x_services","Job_lev_x_student","Job_lev_x_technician","Job_lev_x_unemployed","Marital_lev_x_divorced","Marital_lev_x_married","Marital_lev_x_single","Education_lev_NA","Education_lev_x_primary","Education_lev_x_secondary","Education_lev_x_tertiary","Weekday_lev_x_Friday","Weekday_lev_x_Monday","Weekday_lev_x_Saturday","Weekday_lev_x_Sunday","Weekday_lev_x_Thursday","Weekday_lev_x_Tuesday","Weekday_lev_x_Wednesday","past_Outcome_lev_NA","past_Outcome_lev_x_failure","past_Outcome_lev_x_other","past_Outcome_lev_x_success","Y_AcceptedOffer"
"405",0.70775,0.256221076833498,1,-1,0,0.03075,0.0228643446166484,0.00175,0.113626410839473,2008,0.892,-0.011410495784355,0.00275,0.5836183737227,1,2,0,27,0.11475,0.00852804446818067,0.12075,0.138935995623541,0.497,-0.142933695421941,0,451,1,0,0.199,-0.112206305551059,16,0.7605,-0.246328973197271,10.8666666666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"406",0.70775,0.256221076833498,2,182,2,0.0045,-0.0506797787976115,0.00075,-9.90768584322111,2018,0.892,-0.011410495784355,0.00425,-0.47415692065154,1,4,0,77,0.06225,0.750177497737627,0.576,-0.167363876166577,0.04225,0.270938487049215,0,992,0,0,0.1075,0.644349954469265,13,0.10925,0.00726392295639489,2.45000000000006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"407",0.70775,0.256221076833498,2,-1,0,0.01975,0.0168894486284429,0.003,-0.291834530593347,2017,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,2,1,31,0.22325,0.155955944407796,0.30325,0.250976518675894,0.3205,0.273200167612751,0,0,0,0,0.17025,-0.325072445401848,14,0.7605,-0.246328973197271,4.04999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"408",0.70775,0.256221076833498,3,323,30,0.08325,0.0679161282287491,0.00275,-0.158304923659194,2006,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,4,0,45,0.0825,-0.264695607151773,0.12075,0.138935995623541,0.497,-0.142933695421941,0,608,1,1,0.199,-0.112206305551059,12,0.10925,0.00726392295639489,18.9166666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
"409",0.70775,0.256221076833498,2,138,2,0.08325,0.0679161282287491,0.001,-10.1953595825826,2019,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,3,0,33,0.0825,-0.264695607151773,0.576,-0.167363876166577,0.497,-0.142933695421941,0,387,1,0,0.19425,0.0978342893645614,16,0.10925,0.00726392295639489,5.45000000000005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"410",0.70775,0.256221076833498,1,-1,0,0.01525,-0.100790077355117,0.003,-0.291834530593347,2016,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,5,1,40,0.11475,0.00852804446818067,0.576,-0.167363876166577,0.497,-0.142933695421941,0,4775,0,0,0.19425,0.0978342893645614,17,0.7605,-0.246328973197271,3.58333333333331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
"411",0.70775,0.256221076833498,4,15,3,0.034,-0.204834706401174,0.00325,-0.0686959791666399,2019,0.00025,-8.80914021677555,0.76275,0.0157348660073867,1,1,0,35,0.22325,0.155955944407796,0.30325,0.250976518675894,0.3205,0.273200167612751,0,62,1,0,0.19425,0.0978342893645614,11,0.0815,2.51927284238683,3.56666666666669,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"412",0.06675,0.243671324560982,1,-1,0,0.04475,-0.160510367030132,0.003,-0.291834530593347,2013,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,1,0,51,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,0,2704,1,0,0.19425,0.0978342893645614,9,0.7605,-0.246328973197271,7.38333333333334,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"413",0.70775,0.256221076833498,1,-1,0,0.08125,0.122586921477013,0.0015,-0.29182203129644,2003,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,1,0,41,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.14025,-0.228333385040276,0,-75,1,0,0.1075,0.644349954469265,13,0.7605,-0.246328973197271,1.91666666666659,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"414",0.70775,0.256221076833498,11,-1,0,0.008,-0.245322685749739,0.00175,0.113626410839473,2015,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,3,1,35,0.22325,0.155955944407796,0.30325,0.250976518675894,0.3205,0.273200167612751,0,-324,0,1,0.19425,0.0978342893645614,17,0.7605,-0.246328973197271,16.4166666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"415",0.70775,0.256221076833498,2,-1,0,0.02825,-0.200278706698687,0.00125,0.806748592336881,2019,0.892,-0.011410495784355,0.00225,0.624438701627676,1,5,1,71,0.06225,0.750177497737627,0.12075,0.138935995623541,0.14025,-0.228333385040276,0,1729,0,0,0.19425,0.0978342893645614,17,0.7605,-0.246328973197271,7.60000000000007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"416",0.2255,-1.07324444001214,1,-1,0,0.08325,0.0679161282287491,0.0075,-0.00416218014870789,2019,0.892,-0.011410495784355,0.00325,-0.0686959791666399,1,5,0,55,0.0325,0.680013118307736,0.12075,0.138935995623541,0.497,-0.142933695421941,0,387,1,0,0.192,0.0379807602533071,10,0.7605,-0.246328973197271,15.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
"417",0.70775,0.256221076833498,1,-1,0,0.026,0.247149767992182,5e-04,-9.5022374010852,2003,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,2,1,42,0.22325,0.155955944407796,0.12075,0.138935995623541,0.3205,0.273200167612751,0,9,1,0,0.19425,0.0978342893645614,14,0.7605,-0.246328973197271,8.48333333333343,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"418",0.70775,0.256221076833498,2,-1,0,0.0075,-0.00416218014870789,0.0015,-0.29182203129644,2016,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,3,1,29,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,0,0,1,0,0.192,0.0379807602533071,9,0.7605,-0.246328973197271,11.1166666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
"419",0.70775,0.256221076833498,1,161,1,0.0075,-0.00416218014870789,0.00075,-0.291797034108685,2017,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,4,1,33,0.18975,-0.501196988105118,0.30325,0.250976518675894,0.04225,0.270938487049215,0,129,1,1,0.199,-0.112206305551059,17,0.10925,0.00726392295639489,8.03333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"420",0.70775,0.256221076833498,1,246,4,0.021,0.401300150200969,0.001,1.49984577664654,2016,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,2,0,32,0.11475,0.00852804446818067,0.30325,0.250976518675894,0.497,-0.142933695421941,0,678,1,0,0.19425,0.0978342893645614,13,0.10925,0.00726392295639489,26.3166666666666,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
"421",0.06675,0.243671324560982,1,-1,0,0.0045,-0.0506797787976115,0.001,-10.1953595825826,2016,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,5,0,51,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,0,19313,0,0,0.1005,-0.525461351570046,12,0.7605,-0.246328973197271,0.599999999999934,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"422",0.70775,0.256221076833498,3,-1,0,0.034,-0.204834706401174,0.00025,9.61174051717858,2003,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,2,1,32,0.22325,0.155955944407796,0.30325,0.250976518675894,0.3205,0.273200167612751,0,2551,1,0,0.19425,0.0978342893645614,15,0.7605,-0.246328973197271,10.6333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"424",0.70775,0.256221076833498,3,-1,0,0.03775,-0.0989426736792806,0.00375,-0.610284852657775,1997,0.892,-0.011410495784355,0.0015,0.401300150200969,1,2,1,32,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.14025,-0.228333385040276,0,0,1,0,0.1075,0.644349954469265,15,0.7605,-0.246328973197271,2.16666666666679,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"425",0.2255,-1.07324444001214,2,-1,0,0.021,0.401300150200969,0.0025,0.806756925149407,2013,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,4,1,54,0.18975,-0.501196988105118,0.12075,0.138935995623541,0.14025,-0.228333385040276,0,2062,1,0,0.199,-0.112206305551059,10,0.7605,-0.246328973197271,7.29999999999994,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"426",0.2255,-1.07324444001214,4,-1,0,0.01875,0.105836736723559,0.0015,0.401300150200969,2019,0.892,-0.011410495784355,0.00325,-0.0686959791666399,0,3,1,38,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,0,119,1,0,0.192,0.0379807602533071,15,0.7605,-0.246328973197271,9.46666666666665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
"427",0.70775,0.256221076833498,1,93,7,0.08125,0.122586921477013,0.00375,0.806759702830737,1995,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,4,0,26,0.165,-0.0677185949869056,0.30325,0.250976518675894,0.497,-0.142933695421941,0,1231,1,0,0.17025,-0.325072445401848,12,0.0815,2.51927284238683,3.83333333333335,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
"428",0.70775,0.256221076833498,4,-1,0,0.01525,-0.100790077355117,0.003,-0.291834530593347,2011,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,2,0,58,0.22325,0.155955944407796,0.12075,0.138935995623541,0.3205,0.273200167612751,0,108,0,0,0.192,0.0379807602533071,13,0.7605,-0.246328973197271,3.84999999999996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"429",0.70775,0.256221076833498,4,-1,0,0.01625,0.122587616455092,5e-04,10.3048377014861,2019,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,4,0,33,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,0,1047,0,0,0.1005,-0.525461351570046,10,0.7605,-0.246328973197271,8.53333333333328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"430",0.70775,0.256221076833498,1,230,1,0.01825,0.153464672270089,0.00525,-0.514980581789852,2006,0.892,-0.011410495784355,0.002,0.912112440989172,1,5,1,29,0.02725,-0.264446742359736,0.30325,0.250976518675894,0.3205,0.273200167612751,0,19,0,0,0.199,-0.112206305551059,14,0.0815,2.51927284238683,4.56666666666669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"431",0.70775,0.256221076833498,2,-1,0,0.0195,0.0911460299758151,0.00075,-0.291797034108685,2010,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,3,1,31,0.11475,0.00852804446818067,0.576,-0.167363876166577,0.497,-0.142933695421941,0,33,1,0,0.19425,0.0978342893645614,16,0.7605,-0.246328973197271,4.83333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"433",0.06675,0.243671324560982,3,-1,0,0.08125,0.122586921477013,5e-04,10.3048377014861,1995,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,5,0,45,0.11475,0.00852804446818067,0.576,-0.167363876166577,0.497,-0.142933695421941,0,0,0,1,0.192,0.0379807602533071,13,0.7605,-0.246328973197271,8.88333333333334,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
"434",0.70775,0.256221076833498,2,97,1,0.08325,0.0679161282287491,0.0025,-0.00415662474746986,2008,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,5,1,34,0.22325,0.155955944407796,0.30325,0.250976518675894,0.3205,0.273200167612751,0,808,0,0,0.19425,0.0978342893645614,14,0.04875,0.288359855102989,6.26666666666663,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"435",0.70775,0.256221076833498,2,92,3,0.04725,-0.0395664031725127,0.00075,-0.291797034108685,2012,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,3,1,33,0.11475,0.00852804446818067,0.30325,0.250976518675894,0.3205,0.273200167612751,0,272,1,0,0.19425,0.0978342893645614,10,0.0815,2.51927284238683,4.88333333333335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
"437",0.70775,0.256221076833498,2,-1,0,0.03525,-0.228667174879132,0.00325,-0.0686959791666399,1998,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,4,1,53,0.165,-0.0677185949869056,0.576,-0.167363876166577,0.3205,0.273200167612751,0,3177,0,0,0.1005,-0.525461351570046,16,0.7605,-0.246328973197271,1.53333333333331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"438",0.06675,0.243671324560982,5,-1,0,0.012,-0.0215548857449373,5e-04,-9.5022374010852,2014,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,5,1,45,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.497,-0.142933695421941,0,-258,1,0,0.1075,0.644349954469265,17,0.7605,-0.246328973197271,6.40000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"439",0.2255,-1.07324444001214,3,-1,0,0.02775,-0.374083587245781,0.007,-0.514983081738811,2004,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,3,1,40,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.14025,-0.228333385040276,0,669,1,0,0.19425,0.0978342893645614,12,0.7605,-0.246328973197271,2.68333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"440",0.70775,0.256221076833498,11,-1,0,0.04475,-0.160510367030132,0.00325,-0.0686959791666399,2010,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,3,1,45,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.14025,-0.228333385040276,0,121,0,0,0.1005,-0.525461351570046,15,0.7605,-0.246328973197271,1.54999999999992,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"441",0.70775,0.256221076833498,3,-1,0,0.03525,-0.228667174879132,0.00175,-1.39037599055453,2019,0.00025,-8.80914021677555,0.76275,0.0157348660073867,1,3,1,43,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,0,62,1,0,0.199,-0.112206305551059,10,0.7605,-0.246328973197271,3.5333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"442",0.70775,0.256221076833498,3,-1,0,0.05125,0.0965239463572465,0.002,0.401300150200969,2006,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,2,0,39,0.02725,-0.264446742359736,0.576,-0.167363876166577,0.14025,-0.228333385040276,0,34,1,0,0.19425,0.0978342893645614,15,0.7605,-0.246328973197271,6.28333333333341,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"444",0.70775,0.256221076833498,1,-1,0,0.01975,0.0168894486284429,0.0015,-10.600816357531,2011,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,5,0,53,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.14025,-0.228333385040276,0,0,0,0,0.17025,-0.325072445401848,17,0.7605,-0.246328973197271,3.25000000000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"445",0.70775,0.256221076833498,2,-1,0,0.02825,-0.200278706698687,0.00075,-0.291797034108685,2018,0.892,-0.011410495784355,0.00225,-0.291830364108966,1,2,0,32,0.22325,0.155955944407796,0.12075,0.138935995623541,0.3205,0.273200167612751,0,948,0,0,0.192,0.0379807602533071,14,0.7605,-0.246328973197271,3.40000000000005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"447",0.70775,0.256221076833498,2,-1,0,0.05125,0.0965239463572465,0.00325,0.247151851289244,2019,0.892,-0.011410495784355,0.00225,0.178161598774262,0,2,1,41,0.165,-0.0677185949869056,0.30325,0.250976518675894,0.497,-0.142933695421941,0,169,1,0,0.19425,0.0978342893645614,17,0.7605,-0.246328973197271,1.93333333333337,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"448",0.70775,0.256221076833498,2,-1,0,0.08125,0.122586921477013,0.00125,-0.00414829193494404,2001,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,1,1,35,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.497,-0.142933695421941,0,913,1,0,0.17025,-0.325072445401848,17,0.7605,-0.246328973197271,12.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"449",0.2255,-1.07324444001214,2,-1,0,0.0075,-0.00416218014870789,0.00075,-0.291797034108685,2014,0.892,-0.011410495784355,0.76275,0.0157348660073867,0,2,0,27,0.03275,1.08301751163723,0.30325,0.250976518675894,0.497,-0.142933695421941,0,0,0,0,0.17025,-0.325072445401848,14,0.7605,-0.246328973197271,1.54999999999992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"450",0.70775,0.256221076833498,1,252,2,0.0075,-0.00416218014870789,0.00075,-0.291797034108685,2017,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,3,1,34,0.165,-0.0677185949869056,0.576,-0.167363876166577,0.497,-0.142933695421941,0,1072,0,1,0.192,0.0379807602533071,16,0.10925,0.00726392295639489,2.26666666666681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"451",0.70775,0.256221076833498,2,-1,0,0.034,-0.204834706401174,0.00375,0.534829757135121,2015,0.00025,9.61174051717858,0.003,-1.99650421846484,0,2,0,46,0.165,-0.0677185949869056,0.576,-0.167363876166577,0.497,-0.142933695421941,0,2149,1,0,0.192,0.0379807602533071,12,0.7605,-0.246328973197271,4.7000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
"452",0.70775,0.256221076833498,2,-1,0,0.02625,0.382251991514675,0.002,0.912112440989172,2006,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,3,0,46,0.22325,0.155955944407796,0.576,-0.167363876166577,0.497,-0.142933695421941,0,1299,1,0,0.19425,0.0978342893645614,14,0.7605,-0.246328973197271,1.73333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"453",0.70775,0.256221076833498,1,-1,0,0.08125,0.122586921477013,0.0035,-0.514975581935682,2003,0.00025,-8.80914021677555,0.76275,0.0157348660073867,1,4,1,45,0.0325,0.680013118307736,0.12075,0.138935995623541,0.497,-0.142933695421941,0,728,1,1,0.192,0.0379807602533071,10,0.7605,-0.246328973197271,1.78333333333335,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"454",0.2255,-1.07324444001214,1,-1,0,0.08125,0.122586921477013,0.002,-0.697278806244879,2013,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,4,1,26,0.18975,-0.501196988105118,0.30325,0.250976518675894,0.497,-0.142933695421941,0,24,1,0,0.199,-0.112206305551059,12,0.7605,-0.246328973197271,2.99999999999999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"455",0.70775,0.256221076833498,1,-1,0,0.02625,0.382251991514675,0.00075,1.09439733451062,2016,0.892,-0.011410495784355,0.00475,-0.371880763782841,1,3,0,42,0.22325,0.155955944407796,0.576,-0.167363876166577,0.04225,0.270938487049215,0,1519,0,0,0.0365,0.704982141572747,14,0.7605,-0.246328973197271,4.46666666666651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
