"","Communication_catP","Communication_catB","NoOfContacts","DaysPassed","PrevAttempts_catP","PrevAttempts_catB","past_Outcome_catP","past_Outcome_catB","carMake_catP","carMake_catB","carModel_catP","carModel_catB","carYr","annualDonations_catP","annualDonations_catB","EstRace_catP","EstRace_catB","DigitalHabits_5_AlwaysOn","Age","Job_catP","Job_catB","Marital_catP","Marital_catB","Education_catP","Education_catB","RecentBalance","CarLoan","Weekday_catP","Weekday_catB","CallDayTime","call_dur_min","Communication_lev_x_cellular","Communication_lev_x_not_provided","Communication_lev_x_telephone","PrevAttempts_lev_x_0","PrevAttempts_lev_x_1","PrevAttempts_lev_x_2","PrevAttempts_lev_x_3","past_Outcome_lev_x_failure","past_Outcome_lev_x_Not_Available","past_Outcome_lev_x_other","past_Outcome_lev_x_success","carMake_lev_x_","carMake_lev_x_Audi","carMake_lev_x_BMW","carMake_lev_x_Chevrolet","carMake_lev_x_Dodge","carMake_lev_x_Ford","carMake_lev_x_GMC","carMake_lev_x_Honda","carMake_lev_x_Lexus","carMake_lev_x_Mazda","carMake_lev_x_Mercedes_minus_Benz","carMake_lev_x_Mitsubishi","carMake_lev_x_Nissan","carMake_lev_x_Pontiac","carMake_lev_x_Toyota","carMake_lev_x_Volkswagen","carModel_lev_x_","headOfhouseholdGender_lev_x_F","headOfhouseholdGender_lev_x_M","annualDonations_lev_x_","EstRace_lev_x_","PetsPurchases_lev_x_FALSE","PetsPurchases_lev_x_TRUE","AffluencePurchases_lev_x_FALSE","AffluencePurchases_lev_x_TRUE","Job_lev_x_admin_","Job_lev_x_blue_minus_collar","Job_lev_x_entrepreneur","Job_lev_x_housemaid","Job_lev_x_management","Job_lev_x_retired","Job_lev_x_self_minus_employed","Job_lev_x_services","Job_lev_x_student","Job_lev_x_technician","Job_lev_x_unemployed","Marital_lev_x_divorced","Marital_lev_x_married","Marital_lev_x_single","Education_lev_x_Not_Available","Education_lev_x_primary","Education_lev_x_secondary","Education_lev_x_tertiary","DefaultOnRecord_lev_x_0","HHInsurance_lev_x_0","HHInsurance_lev_x_1","Weekday_lev_x_Friday","Weekday_lev_x_Monday","Weekday_lev_x_Saturday","Weekday_lev_x_Sunday","Weekday_lev_x_Thursday","Weekday_lev_x_Tuesday","Weekday_lev_x_Wednesday","Y_AcceptedOffer"
"430",0.70775,0.256221076833498,1,230,0.08375,0.62310038446226,0.0815,2.51927284238683,0.01825,0.153464672270089,0.00525,-0.514980581789852,2006,0.892,-0.011410495784355,0.002,0.912112440989172,5,29,0.02725,-0.264446742359736,0.30325,0.250976518675894,0.3205,0.273200167612751,19,0,0.199,-0.112206305551059,14,4.56666666666669,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,"1"
"431",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.0195,0.0911460299758151,0.00075,-0.291797034108685,2010,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,31,0.11475,0.00852804446818067,0.576,-0.167363876166577,0.497,-0.142933695421941,33,0,0.19425,0.0978342893645614,16,4.83333333333334,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,"0"
"432",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.04475,-0.160510367030132,0.00125,-0.00414829193494404,2013,0.892,-0.011410495784355,0.002,-0.109512140587234,4,35,0.165,-0.0677185949869056,0.30325,0.250976518675894,0.497,-0.142933695421941,204,0,0.1075,0.644349954469265,16,3.93333333333336,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,"1"
"433",0.06675,0.243671324560982,3,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.08125,0.122586921477013,5e-04,10.3048377014861,1995,0.892,-0.011410495784355,0.76275,0.0157348660073867,5,45,0.11475,0.00852804446818067,0.576,-0.167363876166577,0.497,-0.142933695421941,0,1,0.192,0.0379807602533071,13,8.88333333333334,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,"1"
"434",0.70775,0.256221076833498,2,97,0.08375,0.62310038446226,0.04875,0.288359855102989,0.08325,0.0679161282287491,0.0025,-0.00415662474746986,2008,0.892,-0.011410495784355,0.76275,0.0157348660073867,5,34,0.22325,0.155955944407796,0.30325,0.250976518675894,0.3205,0.273200167612751,808,0,0.19425,0.0978342893645614,14,6.26666666666663,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,"0"
"435",0.70775,0.256221076833498,2,92,0.03125,0.907860529573651,0.0815,2.51927284238683,0.04725,-0.0395664031725127,0.00075,-0.291797034108685,2012,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,33,0.11475,0.00852804446818067,0.30325,0.250976518675894,0.3205,0.273200167612751,272,0,0.19425,0.0978342893645614,10,4.88333333333335,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"1"
"436",0.70775,0.256221076833498,2,133,0.08375,0.62310038446226,0.10925,0.00726392295639489,0.03775,-0.0989426736792806,0.001,-0.697245476244598,2002,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,32,0.0825,-0.264695607151773,0.576,-0.167363876166577,0.497,-0.142933695421941,983,0,0.17025,-0.325072445401848,16,8.33333333333341,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,"1"
"437",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.03525,-0.228667174879132,0.00325,-0.0686959791666399,1998,0.892,-0.011410495784355,0.76275,0.0157348660073867,4,53,0.165,-0.0677185949869056,0.576,-0.167363876166577,0.3205,0.273200167612751,3177,0,0.1005,-0.525461351570046,16,1.53333333333331,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,"0"
"438",0.06675,0.243671324560982,5,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.012,-0.0215548857449373,5e-04,-9.5022374010852,2014,0.892,-0.011410495784355,0.76275,0.0157348660073867,5,45,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.497,-0.142933695421941,-258,0,0.1075,0.644349954469265,17,6.40000000000004,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,"0"
"439",0.2255,-1.07324444001214,3,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.02775,-0.374083587245781,0.007,-0.514983081738811,2004,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,40,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.14025,-0.228333385040276,669,0,0.19425,0.0978342893645614,12,2.68333333333333,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"0"
"440",0.70775,0.256221076833498,11,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.04475,-0.160510367030132,0.00325,-0.0686959791666399,2010,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,45,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.14025,-0.228333385040276,121,0,0.1005,-0.525461351570046,15,1.54999999999992,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,"0"
"441",0.70775,0.256221076833498,3,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.03525,-0.228667174879132,0.00175,-1.39037599055453,2019,0.00025,-8.80914021677555,0.76275,0.0157348660073867,3,43,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,62,0,0.199,-0.112206305551059,10,3.5333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"0"
"442",0.70775,0.256221076833498,3,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.05125,0.0965239463572465,0.002,0.401300150200969,2006,0.892,-0.011410495784355,0.76275,0.0157348660073867,2,39,0.02725,-0.264446742359736,0.576,-0.167363876166577,0.14025,-0.228333385040276,34,0,0.19425,0.0978342893645614,15,6.28333333333341,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"0"
"443",0.70775,0.256221076833498,7,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.0185,-0.0380652835327131,0.001,-0.697245476244598,1998,0.892,-0.011410495784355,0.76275,0.0157348660073867,4,31,0.165,-0.0677185949869056,0.30325,0.250976518675894,0.3205,0.273200167612751,208,0,0.192,0.0379807602533071,13,22.4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,"1"
"444",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.01975,0.0168894486284429,0.0015,-10.600816357531,2011,0.892,-0.011410495784355,0.76275,0.0157348660073867,5,53,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.14025,-0.228333385040276,0,0,0.17025,-0.325072445401848,17,3.25000000000003,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"0"
"445",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.02825,-0.200278706698687,0.00075,-0.291797034108685,2018,0.892,-0.011410495784355,0.00225,-0.291830364108966,2,32,0.22325,0.155955944407796,0.12075,0.138935995623541,0.3205,0.273200167612751,948,0,0.192,0.0379807602533071,14,3.40000000000005,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,"0"
"446",0.06675,0.243671324560982,9,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.05125,0.0965239463572465,0.00175,0.688973889562465,2007,0.892,-0.011410495784355,0.76275,0.0157348660073867,4,42,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,2,1,0.1075,0.644349954469265,14,5.60000000000008,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,"0"
"447",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.05125,0.0965239463572465,0.00325,0.247151851289244,2019,0.892,-0.011410495784355,0.00225,0.178161598774262,2,41,0.165,-0.0677185949869056,0.30325,0.250976518675894,0.497,-0.142933695421941,169,0,0.19425,0.0978342893645614,17,1.93333333333337,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,"0"
"448",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.08125,0.122586921477013,0.00125,-0.00414829193494404,2001,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,35,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.497,-0.142933695421941,913,0,0.17025,-0.325072445401848,17,12.3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,"0"
"449",0.2255,-1.07324444001214,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.0075,-0.00416218014870789,0.00075,-0.291797034108685,2014,0.892,-0.011410495784355,0.76275,0.0157348660073867,2,27,0.03275,1.08301751163723,0.30325,0.250976518675894,0.497,-0.142933695421941,0,0,0.17025,-0.325072445401848,14,1.54999999999992,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,"0"
"450",0.70775,0.256221076833498,1,252,0.06275,0.665779112367418,0.10925,0.00726392295639489,0.0075,-0.00416218014870789,0.00075,-0.291797034108685,2017,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,34,0.165,-0.0677185949869056,0.576,-0.167363876166577,0.497,-0.142933695421941,1072,1,0.192,0.0379807602533071,16,2.26666666666681,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,"0"
"451",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.034,-0.204834706401174,0.00375,0.534829757135121,2015,0.00025,9.61174051717858,0.003,-1.99650421846484,2,46,0.165,-0.0677185949869056,0.576,-0.167363876166577,0.497,-0.142933695421941,2149,0,0.192,0.0379807602533071,12,4.7000000000001,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,"1"
"452",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.02625,0.382251991514675,0.002,0.912112440989172,2006,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,46,0.22325,0.155955944407796,0.576,-0.167363876166577,0.497,-0.142933695421941,1299,0,0.19425,0.0978342893645614,14,1.73333333333334,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,"0"
"453",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.08125,0.122586921477013,0.0035,-0.514975581935682,2003,0.00025,-8.80914021677555,0.76275,0.0157348660073867,4,45,0.0325,0.680013118307736,0.12075,0.138935995623541,0.497,-0.142933695421941,728,1,0.192,0.0379807602533071,10,1.78333333333335,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,"0"
"454",0.2255,-1.07324444001214,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.08125,0.122586921477013,0.002,-0.697278806244879,2013,0.892,-0.011410495784355,0.76275,0.0157348660073867,4,26,0.18975,-0.501196988105118,0.30325,0.250976518675894,0.497,-0.142933695421941,24,0,0.199,-0.112206305551059,12,2.99999999999999,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,"0"
"455",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.02625,0.382251991514675,0.00075,1.09439733451062,2016,0.892,-0.011410495784355,0.00475,-0.371880763782841,3,42,0.22325,0.155955944407796,0.576,-0.167363876166577,0.04225,0.270938487049215,1519,0,0.0365,0.704982141572747,14,4.46666666666651,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,"1"
"456",0.70775,0.256221076833498,2,126,0.06275,0.665779112367418,0.04875,0.288359855102989,0.08125,0.122586921477013,0.00525,0.11362085549996,2007,0.892,-0.011410495784355,0.00275,-0.158304923659194,5,69,0.06225,0.750177497737627,0.576,-0.167363876166577,0.497,-0.142933695421941,0,0,0.19425,0.0978342893645614,15,3.06666666666677,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,"1"
"457",0.2255,-1.07324444001214,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.012,-0.0215548857449373,0.00175,0.113626410839473,1998,0.892,-0.011410495784355,0.00175,1.31756088312508,1,30,0.18975,-0.501196988105118,0.30325,0.250976518675894,0.497,-0.142933695421941,799,0,0.1005,-0.525461351570046,12,11.2333333333334,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,"1"
"458",0.70775,0.256221076833498,3,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.04725,-0.0395664031725127,0.03275,0.0464793280612411,2019,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,42,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,36,0,0.1005,-0.525461351570046,11,11.0666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,"1"
"459",0.70775,0.256221076833498,3,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.03075,0.0228643446166484,0.00175,-1.39037599055453,2019,0.00025,-8.80914021677555,0.003,-0.697289916738734,1,30,0.11475,0.00852804446818067,0.576,-0.167363876166577,0.3205,0.273200167612751,631,0,0.199,-0.112206305551059,16,4.88333333333335,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,"0"
"460",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.08325,0.0679161282287491,0.0075,-0.00416218014870789,2012,0.892,-0.011410495784355,0.003,-0.291834530593347,4,35,0.11475,0.00852804446818067,0.576,-0.167363876166577,0.3205,0.273200167612751,286,0,0.199,-0.112206305551059,13,15.8166666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,"1"
"461",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.02625,0.382251991514675,0.00275,0.218981926679237,2019,0.00025,9.61174051717858,0.76275,0.0157348660073867,3,38,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,536,0,0.192,0.0379807602533071,14,4.13333333333339,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"1"
"462",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.08325,0.0679161282287491,0.002,-1.54452428946626,2019,0.892,-0.011410495784355,0.76275,0.0157348660073867,5,27,0.18975,-0.501196988105118,0.30325,0.250976518675894,0.14025,-0.228333385040276,265,0,0.192,0.0379807602533071,11,18.65,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,"1"
"463",0.70775,0.256221076833498,1,301,0.08375,0.62310038446226,0.04875,0.288359855102989,0.00725,-0.09117279956918,0.002,-0.109512140587234,2011,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,39,0.22325,0.155955944407796,0.30325,0.250976518675894,0.3205,0.273200167612751,202,0,0.19425,0.0978342893645614,17,0.98333333333338,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"0"
"464",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.0185,-0.0380652835327131,0.00175,0.113626410839473,1999,0.892,-0.011410495784355,0.76275,0.0157348660073867,4,27,0.03275,1.08301751163723,0.30325,0.250976518675894,0.497,-0.142933695421941,538,0,0.199,-0.112206305551059,16,2.06666666666662,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,"1"
"465",0.2255,-1.07324444001214,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.04475,-0.160510367030132,0.03275,0.0464793280612411,2009,0.892,-0.011410495784355,0.76275,0.0157348660073867,2,49,0.165,-0.0677185949869056,0.30325,0.250976518675894,0.497,-0.142933695421941,-97,0,0.1005,-0.525461351570046,14,1.53333333333331,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,"0"
"466",0.70775,0.256221076833498,4,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.01525,-0.171217061225424,0.0015,0.401300150200969,2011,0.892,-0.011410495784355,0.76275,0.0157348660073867,2,32,0.22325,0.155955944407796,0.30325,0.250976518675894,0.3205,0.273200167612751,0,0,0.192,0.0379807602533071,12,9.16666666666677,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,"1"
"467",0.70775,0.256221076833498,3,238,0.06275,0.665779112367418,0.0815,2.51927284238683,0.01625,0.122587616455092,5e-04,-9.5022374010852,2003,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,48,0.165,-0.0677185949869056,0.576,-0.167363876166577,0.497,-0.142933695421941,1981,0,0.1075,0.644349954469265,9,4.84999999999996,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,"0"
"468",0.2255,-1.07324444001214,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.00725,-0.09117279956918,0.00175,-0.514960582723147,2019,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,31,0.11475,0.00852804446818067,0.576,-0.167363876166577,0.497,-0.142933695421941,0,0,0.199,-0.112206305551059,17,0.666666666666718,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,"0"
"469",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.03525,-0.228667174879132,0.0045,-0.0506797787976115,1997,0.00025,-8.80914021677555,0.76275,0.0157348660073867,1,36,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,789,1,0.17025,-0.325072445401848,10,1.33333333333336,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,"0"
"470",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.03775,-0.0989426736792806,0.00275,0.218981926679237,1994,0.892,-0.011410495784355,0.76275,0.0157348660073867,5,34,0.03025,-0.497697390214371,0.576,-0.167363876166577,0.497,-0.142933695421941,455,0,0.17025,-0.325072445401848,16,1.46666666666668,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,"0"
