"","dataID","HHuniqueID","Communication.x","LastContactDay.x","LastContactMonth.x","NoOfContacts.x","DaysPassed.x","PrevAttempts.x","past_Outcome","Y_AcceptedOffer","carMake","carModel","carYr","headOfhouseholdGender","annualDonations","EstRace","PetsPurchases","DigitalHabits_5_AlwaysOn","AffluencePurchases","Age.x","Job.x","Marital.x","Education.x","DefaultOnRecord","RecentBalance","HHInsurance.x","CarLoan.x","Age.y","Job.y","Marital.y","Education.y","Default","Balance","HHInsurance.y","CarLoan.y","Communication.y","LastContactDay.y","LastContactMonth.y","NoOfContacts.y","DaysPassed.y","PrevAttempts.y","Outcome","CallStart","CallEnd","CarInsurance","RFPrediction.0","RFPrediction.1"
"217",4877,"HH063e29b62b",NA,15,"may",1,-1,0,NA,NA,"Hyundai","Sonata",2009,"F","","",FALSE,3,TRUE,54,"entrepreneur","married","secondary",0,653,1,0,54,"entrepreneur","married","secondary",0,653,1,0,NA,15,"may",1,-1,0,NA,"10:45:48","10:51:40",NA,0.9,0.1
"218",4356,"HH2a8888028a","cellular",21,"oct",1,-1,0,NA,NA,"Volkswagen","Jetta",2003,"M","","",TRUE,2,FALSE,64,"management","married","tertiary",0,4688,0,0,64,"management","married","tertiary",0,4688,0,0,"cellular",21,"oct",1,-1,0,NA,"16:28:53","16:32:13",NA,0.523333333333333,0.476666666666667
"219",4738,"HHcb4146fbb9","cellular",28,"jul",2,-1,0,NA,NA,"Chevrolet","Express 1500",2009,"F","$421.11 ","",FALSE,2,FALSE,39,"services","married","secondary",0,823,1,1,39,"services","married","secondary",0,823,1,1,"cellular",28,"jul",2,-1,0,NA,"16:53:58","17:06:58",NA,0.373333333333333,0.626666666666667
"220",4921,"HHd9f4d8677c","cellular",12,"aug",1,182,2,"success",NA,"Chevrolet","Suburban 1500",2003,"F","$639.71 ","",TRUE,1,FALSE,75,"retired","married","secondary",0,291,0,0,75,"retired","married","secondary",0,291,0,0,"cellular",12,"aug",1,182,2,"success","11:30:29","11:36:19",NA,0.0533333333333333,0.946666666666667
"221",4357,"HH5b246dd665","cellular",25,"aug",7,-1,0,NA,NA,"Dodge","Ram 2500",2012,"F","$756.28 ","",TRUE,1,TRUE,54,"management","married","tertiary",0,1451,0,0,54,"management","married","tertiary",0,1451,0,0,"cellular",25,"aug",7,-1,0,NA,"17:15:21","17:20:29",NA,0.456666666666667,0.543333333333333
"222",4823,"HH270fcd3b90","cellular",29,"aug",2,-1,0,NA,NA,"Subaru","Leone",1998,"M","","",FALSE,5,FALSE,51,"admin.","married","secondary",0,255,0,0,51,"admin.","married","secondary",0,255,0,0,"cellular",29,"aug",2,-1,0,NA,"09:52:51","09:55:29",NA,0.906666666666667,0.0933333333333333
"223",4841,"HHad613bc2eb","cellular",7,"jul",1,-1,0,NA,NA,"Subaru","Justy",2003,"M","","",FALSE,1,TRUE,25,"services","single","secondary",0,402,0,1,25,"services","single","secondary",0,402,0,1,"cellular",7,"jul",1,-1,0,NA,"13:17:24","13:21:48",NA,0.24,0.76
"224",4854,"HHf4b6000870",NA,3,"jun",1,-1,0,NA,NA,"BMW","8 Series",2004,"M","","",FALSE,5,TRUE,23,"services","single","secondary",0,425,1,0,23,"services","single","secondary",0,425,1,0,NA,3,"jun",1,-1,0,NA,"16:25:19","16:38:07",NA,0.373333333333333,0.626666666666667
"225",4572,"HHccc4bcb00c","cellular",13,"jul",1,91,2,"success",NA,"Toyota","RAV4",2019,"M","","Blackfeet",TRUE,3,FALSE,36,"management","single",NA,0,62,0,0,36,"management","single",NA,0,62,0,0,"cellular",13,"jul",1,91,2,"success","15:24:31","15:29:42",NA,0.113333333333333,0.886666666666667
"226",4246,"HH71e3650843","cellular",30,"apr",1,269,1,"failure",NA,"Chevrolet","Corvette",1965,"M","","",TRUE,3,TRUE,52,"management","married","tertiary",0,193,0,0,52,"management","married","tertiary",0,193,0,0,"cellular",30,"apr",1,269,1,"failure","16:37:05","16:43:26",NA,0.406666666666667,0.593333333333333
"227",4917,"HHb89f3be5fb",NA,7,"jan",1,-1,0,NA,NA,"Lexus","ES",2004,"M","","",FALSE,3,TRUE,45,"unemployed","married","secondary",0,891,1,0,45,"unemployed","married","secondary",0,891,1,0,NA,7,"jan",1,-1,0,NA,"10:14:08","10:16:06",NA,0.906666666666667,0.0933333333333333
"228",4023,"HH176f843ff4","cellular",4,"aug",1,-1,0,NA,NA,"Honda","CR-V",2009,"F","","",TRUE,2,FALSE,47,NA,"married",NA,0,194,0,0,47,NA,"married",NA,0,194,0,0,"cellular",4,"aug",1,-1,0,NA,"16:43:55","16:45:43",NA,0.656666666666667,0.343333333333333
"229",4871,"HH5e0c2b7402","cellular",1,"jun",1,-1,0,NA,NA,"Toyota","Tacoma",2008,"F","","",FALSE,2,TRUE,25,"technician","single","secondary",0,1199,0,0,25,"technician","single","secondary",0,1199,0,0,"cellular",1,"jun",1,-1,0,NA,"13:41:58","13:46:45",NA,0.23,0.77
"230",4760,"HH29c6b3c797",NA,29,"may",3,-1,0,NA,NA,"Mercedes-Benz","CLS-Class",2017,"M","","",FALSE,2,TRUE,38,"blue-collar","married","primary",0,1131,1,0,38,"blue-collar","married","primary",0,1131,1,0,NA,29,"may",3,-1,0,NA,"13:13:59","13:15:41",NA,0.976666666666667,0.0233333333333333
"231",4907,"HHe8aafcb552","cellular",10,"jul",1,-1,0,NA,NA,"Dodge","",2002,"F","","",TRUE,1,FALSE,34,"management","married","tertiary",0,580,1,0,34,"management","married","tertiary",0,580,1,0,"cellular",10,"jul",1,-1,0,NA,"14:34:30","14:40:50",NA,0.59,0.41
"232",4792,"HH78b5064852",NA,4,"jul",11,-1,0,NA,NA,"Chevrolet","Silverado",2017,"F","","",TRUE,2,TRUE,31,"admin.","single","secondary",0,144,1,0,31,"admin.","single","secondary",0,144,1,0,NA,4,"jul",11,-1,0,NA,"09:40:54","09:41:37",NA,0.913333333333333,0.0866666666666667
"233",4538,"HHb7e94e998d","cellular",25,"jul",2,-1,0,NA,NA,"","5000CS Quattro",NA,"M","","",FALSE,2,FALSE,43,"blue-collar","married","secondary",0,1343,1,1,43,"blue-collar","married","secondary",0,1343,1,1,"cellular",25,"jul",2,-1,0,NA,"13:45:15","13:48:46",NA,0.956666666666667,0.0433333333333333
"234",4159,"HHcc7dcf3b71","telephone",11,"jul",4,-1,0,NA,NA,"Ford","GT",2016,"F","","",FALSE,2,FALSE,56,"technician","married","secondary",0,107,0,0,56,"technician","married","secondary",0,107,0,0,"telephone",11,"jul",4,-1,0,NA,"12:56:35","12:57:27",NA,0.943333333333333,0.0566666666666667
"235",4978,"HH75b726f294",NA,9,"may",1,-1,0,NA,NA,"Infiniti","G",2015,"F","$1,082.04 ","",TRUE,4,TRUE,28,"management","single","tertiary",0,3285,1,0,28,"management","single","tertiary",0,3285,1,0,NA,9,"may",1,-1,0,NA,"09:27:45","09:29:23",NA,0.92,0.08
"236",4310,"HH3e9fae814e","telephone",4,"may",7,-1,0,NA,NA,"Bentley","Continental Super",2019,"F","$624.98 ","",TRUE,2,FALSE,33,"management","married","tertiary",0,0,1,0,33,"management","married","tertiary",0,0,1,0,"telephone",4,"may",7,-1,0,NA,"12:08:03","12:08:36",NA,0.846666666666667,0.153333333333333
"237",4460,"HH9e685e6980",NA,11,"jun",1,-1,0,NA,NA,"Nissan","Sentra",2006,"F","","",TRUE,5,TRUE,46,"self-employed","married","primary",0,2295,1,0,46,"self-employed","married","primary",0,2295,1,0,NA,11,"jun",1,-1,0,NA,"16:40:52","16:43:10",NA,0.796666666666667,0.203333333333333
"238",4656,"HH0c9e3e5a58","cellular",10,"jul",1,-1,0,NA,NA,"Mazda","RX-8",2014,"M","","",FALSE,4,FALSE,41,"blue-collar","married","secondary",0,5517,1,0,41,"blue-collar","married","secondary",0,5517,1,0,"cellular",10,"jul",1,-1,0,NA,"15:19:42","15:29:26",NA,0.58,0.42
"239",4912,"HH3d6a261e15","telephone",22,"jun",3,-1,0,NA,NA,"Ford","Mustang",2004,"F","","",TRUE,4,TRUE,79,"retired","married","secondary",0,723,0,0,79,"retired","married","secondary",0,723,0,0,"telephone",22,"jun",3,-1,0,NA,"10:11:34","10:16:29",NA,0.29,0.71
"240",4157,"HHc2d068f82f","cellular",11,"aug",1,81,6,"failure",NA,"Ford","Edge",2019,"M","","",FALSE,5,TRUE,28,"student","single","secondary",0,5916,0,0,28,"student","single","secondary",0,5916,0,0,"cellular",11,"aug",1,81,6,"failure","15:49:20","15:55:04",NA,0.473333333333333,0.526666666666667
"241",4516,"HHec00c0c426","cellular",20,"apr",2,348,3,"failure",NA,"Toyota","Matrix",2019,"F","$1,037.79 ","",TRUE,1,TRUE,42,"management","married","tertiary",0,72,1,0,42,"management","married","tertiary",0,72,1,0,"cellular",20,"apr",2,348,3,"failure","13:38:07","13:40:11",NA,0.833333333333333,0.166666666666667
"242",4715,"HH446184e6cf","cellular",15,"apr",1,-1,0,NA,NA,"Mercury","Sable",2009,"F","$257.39 ","Ecuadorian",TRUE,3,FALSE,38,"admin.","married","tertiary",0,293,0,0,38,"admin.","married","tertiary",0,293,0,0,"cellular",15,"apr",1,-1,0,NA,"14:32:13","14:33:38",NA,0.716666666666667,0.283333333333333
"243",4703,"HH8f9d5680b6","cellular",18,"aug",6,-1,0,NA,NA,"Lexus","RX",2014,"M","$1,108.29 ","",TRUE,5,TRUE,57,"retired","married","secondary",0,2774,0,0,57,"retired","married","secondary",0,2774,0,0,"cellular",18,"aug",6,-1,0,NA,"12:02:44","12:07:43",NA,0.56,0.44
"244",4280,"HHdf573278fa","cellular",5,"feb",1,-1,0,NA,NA,"GMC","Sonoma",2005,"M","","",FALSE,1,TRUE,27,"technician","married","secondary",0,616,1,0,27,"technician","married","secondary",0,616,1,0,"cellular",5,"feb",1,-1,0,NA,"16:07:24","16:11:47",NA,0.496666666666667,0.503333333333333
"245",4360,"HH6f316799ee",NA,15,"may",3,-1,0,NA,NA,"Volkswagen","",2014,"F","","",TRUE,1,TRUE,28,"student","single","secondary",0,0,1,0,28,"student","single","secondary",0,0,1,0,NA,15,"may",3,-1,0,NA,"14:21:36","14:23:49",NA,0.813333333333333,0.186666666666667
"246",4574,"HH99d3215281","cellular",4,"jun",1,-1,0,NA,NA,"Dodge","Stratus",2006,"M","","",TRUE,3,TRUE,40,"services","married","secondary",0,17,0,0,40,"services","married","secondary",0,17,0,0,"cellular",4,"jun",1,-1,0,NA,"11:17:30","11:18:48",NA,0.896666666666667,0.103333333333333
"247",4014,"HHef2f1dfbaa","cellular",25,"aug",4,-1,0,NA,NA,"Ford","Crown Victoria",2010,"M","","",TRUE,5,FALSE,57,"technician","married","secondary",0,109,0,0,57,"technician","married","secondary",0,109,0,0,"cellular",25,"aug",4,-1,0,NA,"16:28:18","16:30:22",NA,0.82,0.18
"248",4544,"HH39c67249e2",NA,9,"may",2,-1,0,NA,NA,"Ford","Taurus",1998,"F","","Fijian",TRUE,5,TRUE,60,"technician","married","primary",0,65,1,0,60,"technician","married","primary",0,65,1,0,NA,9,"may",2,-1,0,NA,"17:45:19","18:02:27",NA,0.5,0.5
"249",4882,"HH02879e1220","cellular",11,"jan",1,91,1,"success",NA,"Ford","Aerostar",2006,"F","","Polynesian",TRUE,2,FALSE,25,"technician","single","secondary",0,139,0,1,25,"technician","single","secondary",0,139,0,1,"cellular",11,"jan",1,91,1,"success","13:34:26","13:37:48",NA,0.126666666666667,0.873333333333333
"250",4782,"HHfbca732f2c","cellular",12,"jun",7,357,2,"failure",NA,"BMW","X3",2017,"F","","",FALSE,2,FALSE,60,"management","married","secondary",0,544,0,0,60,"management","married","secondary",0,544,0,0,"cellular",12,"jun",7,357,2,"failure","13:21:50","13:23:25",NA,0.636666666666667,0.363333333333333
"251",4518,"HHeeab16665c",NA,7,"may",1,-1,0,NA,NA,"Chevrolet","Camaro",2019,"F","","Korean",FALSE,5,TRUE,37,"management","married","tertiary",0,115,0,0,37,"management","married","tertiary",0,115,0,0,NA,7,"may",1,-1,0,NA,"17:46:31","17:47:07",NA,0.923333333333333,0.0766666666666667
"252",4099,"HH17a4403a7b","cellular",8,"jul",2,-1,0,NA,NA,"Spyker","C8",2017,"M","","",FALSE,3,TRUE,26,"admin.","single","secondary",0,102,0,1,26,"admin.","single","secondary",0,102,0,1,"cellular",8,"jul",2,-1,0,NA,"13:27:34","13:38:32",NA,0.333333333333333,0.666666666666667
"253",4739,"HH5ed73b551f","cellular",21,"oct",1,182,1,"failure",NA,"Mitsubishi","Galant",2001,"M","","",TRUE,1,FALSE,52,"management","married","secondary",0,335,0,0,52,"management","married","secondary",0,335,0,0,"cellular",21,"oct",1,182,1,"failure","10:07:15","10:14:06",NA,0.263333333333333,0.736666666666667
"254",4098,"HH26ae37f2cb","cellular",16,"feb",2,-1,0,NA,NA,"Toyota","FJ Cruiser",2018,"M","","",FALSE,2,FALSE,42,"management","divorced",NA,0,7702,0,0,42,"management","divorced",NA,0,7702,0,0,"cellular",16,"feb",2,-1,0,NA,"12:03:18","12:05:36",NA,0.353333333333333,0.646666666666667
"255",4802,"HH2b5e426863","telephone",7,"jul",2,-1,0,NA,NA,"Chevrolet","Silverado",2019,"F","","",TRUE,3,TRUE,71,"retired","divorced",NA,0,392,0,0,71,"retired","divorced",NA,0,392,0,0,"telephone",7,"jul",2,-1,0,NA,"15:38:42","15:43:18",NA,0.33,0.67
"256",4187,"HH49fbe6d10d","telephone",28,"oct",1,-1,0,NA,NA,"MINI","Cooper Countryman",2019,"F","","",TRUE,1,TRUE,43,"management","married","secondary",0,107,1,1,43,"management","married","secondary",0,107,1,1,"telephone",28,"oct",1,-1,0,NA,"15:21:44","15:23:59",NA,0.926666666666667,0.0733333333333333
"257",4160,"HH129bf512e7",NA,28,"may",2,-1,0,NA,NA,"Toyota","Tacoma",2017,"M","","",FALSE,2,FALSE,29,"management","married","tertiary",0,314,0,0,29,"management","married","tertiary",0,314,0,0,NA,28,"may",2,-1,0,NA,"15:07:19","15:22:57",NA,0.453333333333333,0.546666666666667
"258",4179,"HH0f4f2d2610","cellular",8,"may",1,347,2,"failure",NA,"Ford","Fairlane",1976,"M","","",TRUE,5,FALSE,44,"admin.","married","secondary",1,-204,1,0,44,"admin.","married","secondary",1,-204,1,0,"cellular",8,"may",1,347,2,"failure","17:09:21","17:11:06",NA,0.82,0.18
"259",4672,"HHb395536c6c","cellular",27,"jul",1,90,4,"success",NA,"Cadillac","Fleetwood",2006,"F","$36.66 ","",TRUE,3,FALSE,69,"retired","married","secondary",0,0,0,0,69,"retired","married","secondary",0,0,0,0,"cellular",27,"jul",1,90,4,"success","12:01:11","12:12:17",NA,0.126666666666667,0.873333333333333
"260",4484,"HHb16815369c","cellular",11,"may",1,308,4,"failure",NA,"","Tracker",2013,"M","","",TRUE,3,TRUE,42,"admin.","married","secondary",0,-396,1,0,42,"admin.","married","secondary",0,-396,1,0,"cellular",11,"may",1,308,4,"failure","11:49:52","11:51:12",NA,0.68,0.32
"261",4876,"HH58516f963b","cellular",21,"nov",2,140,11,"failure",NA,"Mercedes-Benz","CLK-Class",2017,"F","","",TRUE,5,TRUE,31,"admin.","single","secondary",0,144,1,0,31,"admin.","single","secondary",0,144,1,0,"cellular",21,"nov",2,140,11,"failure","12:02:57","12:03:48",NA,0.853333333333333,0.146666666666667
"262",4165,"HHe8d0347758","cellular",18,"nov",1,-1,0,NA,NA,"Scion","xB",2019,"F","","",TRUE,1,TRUE,48,"management","married","secondary",1,-998,1,0,48,"management","married","secondary",1,-998,1,0,"cellular",18,"nov",1,-1,0,NA,"15:45:42","15:48:35",NA,0.66,0.34
"263",4039,"HH80dcaa77eb","cellular",14,"aug",3,457,1,"other",NA,"Chevrolet","Impala SS",2004,"M","","",TRUE,1,TRUE,46,"blue-collar","married",NA,0,336,1,0,46,"blue-collar","married",NA,0,336,1,0,"cellular",14,"aug",3,457,1,"other","12:19:25","12:23:45",NA,0.7,0.3
"264",4878,"HH9e427c8728","cellular",19,"nov",3,-1,0,NA,NA,"Lexus","IS",2011,"F","","",TRUE,4,TRUE,43,"admin.","single","secondary",0,733,1,0,43,"admin.","single","secondary",0,733,1,0,"cellular",19,"nov",3,-1,0,NA,"15:38:24","15:56:46",NA,0.203333333333333,0.796666666666667
"265",4829,"HH99d639871a","cellular",18,"may",1,-1,0,NA,NA,"Maybach","62",2019,"F","$877.80 ","",FALSE,4,FALSE,28,"admin.","single","secondary",0,2290,1,0,28,"admin.","single","secondary",0,2290,1,0,"cellular",18,"may",1,-1,0,NA,"17:05:22","17:43:43",NA,0.243333333333333,0.756666666666667
"266",4714,"HH2b2c208ce6","cellular",18,"nov",1,-1,0,NA,NA,"Cadillac","Escalade EXT",2019,"M","","Malaysian",TRUE,3,FALSE,35,"technician","married","secondary",0,4508,1,0,35,"technician","married","secondary",0,4508,1,0,"cellular",18,"nov",1,-1,0,NA,"14:25:06","14:39:20",NA,0.16,0.84
"267",4081,"HH28fa3f3bc4","cellular",8,"may",1,-1,0,NA,NA,"Cadillac","Escalade",2015,"F","","",FALSE,3,TRUE,50,"management","single","tertiary",0,709,1,0,50,"management","single","tertiary",0,709,1,0,"cellular",8,"may",1,-1,0,NA,"12:25:16","12:28:43",NA,0.403333333333333,0.596666666666667
"268",4294,"HHd6efa868f6",NA,13,"may",1,-1,0,NA,NA,"Buick","Enclave",2019,"F","","",TRUE,2,FALSE,27,"blue-collar","single","secondary",0,181,0,0,27,"blue-collar","single","secondary",0,181,0,0,NA,13,"may",1,-1,0,NA,"09:07:07","09:09:34",NA,0.943333333333333,0.0566666666666667
"269",4005,"HHc78254e402","cellular",2,"feb",1,-1,0,NA,NA,"Volvo","C70",2019,"F","","",FALSE,5,FALSE,53,"technician","married","secondary",0,7984,1,0,53,"technician","married","secondary",0,7984,1,0,"cellular",2,"feb",1,-1,0,NA,"16:31:51","16:34:22",NA,0.456666666666667,0.543333333333333
"270",4359,"HHfbaf4748cd","telephone",1,"jul",4,150,9,"failure",NA,"Buick","Century",1994,"M","","Japanese",TRUE,4,FALSE,72,"retired","single","tertiary",0,1285,0,0,72,"retired","single","tertiary",0,1285,0,0,"telephone",1,"jul",4,150,9,"failure","14:21:57","14:30:11",NA,0.196666666666667,0.803333333333333
"271",4891,"HH38e43fd3af","telephone",30,"jul",15,-1,0,NA,NA,"Audi","90",2000,"M","","Menominee",FALSE,1,TRUE,60,"housemaid","married","primary",0,921,0,0,60,"housemaid","married","primary",0,921,0,0,"telephone",30,"jul",15,-1,0,NA,"11:33:40","11:34:03",NA,0.826666666666667,0.173333333333333
"272",4234,"HHa1727a4bf4","cellular",23,"jul",1,535,1,"failure",NA,"Chevrolet","Camaro",1992,"F","","",FALSE,3,TRUE,30,"student","single","tertiary",0,3026,0,0,30,"student","single","tertiary",0,3026,0,0,"cellular",23,"jul",1,535,1,"failure","14:00:29","14:04:40",NA,0.38,0.62
"273",4964,"HH10e8f70589",NA,3,"jun",2,-1,0,NA,NA,"Mercury","Villager",2006,"M","","",FALSE,3,FALSE,27,"admin.","single","secondary",0,691,1,0,27,"admin.","single","secondary",0,691,1,0,NA,3,"jun",2,-1,0,NA,"15:21:02","15:28:00",NA,0.606666666666667,0.393333333333333
"274",4512,"HH09a83de3b5","cellular",1,"oct",1,94,9,"other",NA,"Ford","Mustang",2017,"F","","",TRUE,5,TRUE,37,"blue-collar","married",NA,0,444,0,0,37,"blue-collar","married",NA,0,444,0,0,"cellular",1,"oct",1,94,9,"other","14:45:46","14:48:09",NA,0.406666666666667,0.593333333333333
"275",4747,"HHc82d6b3b85","cellular",4,"feb",6,-1,0,NA,NA,"Chevrolet","Suburban 2500",2013,"M","","",FALSE,3,FALSE,28,"technician","single","tertiary",0,4253,1,0,28,"technician","single","tertiary",0,4253,1,0,"cellular",4,"feb",6,-1,0,NA,"12:29:27","12:35:03",NA,0.446666666666667,0.553333333333333
"276",4267,"HHf67d1c2b7c","cellular",30,"oct",2,-1,0,NA,NA,"Porsche","968",2003,"F","","",FALSE,3,TRUE,52,"self-employed","married","tertiary",0,730,1,0,52,"self-employed","married","tertiary",0,730,1,0,"cellular",30,"oct",2,-1,0,NA,"14:04:42","14:07:42",NA,0.93,0.07
"277",4578,"HH7bee4c07a9","cellular",13,"aug",2,192,1,"failure",NA,"Toyota","Echo",2012,"M","","",TRUE,4,FALSE,76,"retired","married","primary",0,3324,0,0,76,"retired","married","primary",0,3324,0,0,"cellular",13,"aug",2,192,1,"failure","15:56:34","16:00:21",NA,0.243333333333333,0.756666666666667
"278",4564,"HHaa66459333","cellular",15,"jun",1,207,1,"other",NA,"Mitsubishi","Eclipse",NA,"M","","",TRUE,2,FALSE,31,"student","single","secondary",0,1776,0,0,31,"student","single","secondary",0,1776,0,0,"cellular",15,"jun",1,207,1,"other","11:31:43","11:35:23",NA,0.263333333333333,0.736666666666667
"279",4764,"HHe2fa220967","cellular",21,"nov",2,136,3,"failure",NA,"Dodge","Daytona",1994,"F","","",FALSE,5,FALSE,43,"admin.","married","secondary",0,-150,0,1,43,"admin.","married","secondary",0,-150,0,1,"cellular",21,"nov",2,136,3,"failure","15:57:48","15:58:50",NA,0.823333333333333,0.176666666666667
"280",4135,"HHaf6b7ac6c6","cellular",28,"aug",7,-1,0,NA,NA,"Ford","Crown Victoria",2018,"M","","",TRUE,1,TRUE,41,"technician","divorced","secondary",0,475,1,0,41,"technician","divorced","secondary",0,475,1,0,"cellular",28,"aug",7,-1,0,NA,"12:34:45","12:35:34",NA,0.9,0.1
"281",4149,"HHd5915c4d00","cellular",27,"jul",1,180,4,"failure",NA,"","Viper",2012,"M","","",FALSE,4,FALSE,33,"management","single","tertiary",0,373,0,1,33,"management","single","tertiary",0,373,0,1,"cellular",27,"jul",1,180,4,"failure","16:29:35","16:34:02",NA,0.25,0.75
"282",4856,"HH8219d6e9a4","cellular",10,"aug",1,-1,0,NA,NA,"","F150",2006,"M","","",TRUE,1,FALSE,22,"student","single",NA,0,3317,0,0,22,"student","single",NA,0,3317,0,0,"cellular",10,"aug",1,-1,0,NA,"13:07:01","13:09:29",NA,0.323333333333333,0.676666666666667
"283",4076,"HH7780b850c2","cellular",6,"may",1,363,1,"other",NA,"Plymouth","Voyager",1995,"M","","",FALSE,1,FALSE,34,"blue-collar","married","secondary",0,649,1,0,34,"blue-collar","married","secondary",0,649,1,0,"cellular",6,"may",1,363,1,"other","17:14:56","17:18:40",NA,0.73,0.27
"284",4118,"HH76a7d618b8","cellular",15,"may",1,-1,0,NA,NA,"Land Rover","Range Rover Sport",2019,"F","","",FALSE,4,FALSE,23,"blue-collar","single","secondary",0,780,1,0,23,"blue-collar","single","secondary",0,780,1,0,"cellular",15,"may",1,-1,0,NA,"13:11:17","13:18:13",NA,0.703333333333333,0.296666666666667
"285",4441,"HH701dcabec3","cellular",29,"jul",3,-1,0,NA,NA,"Ford","E150",2017,"M","","",FALSE,1,FALSE,32,"technician","married","secondary",0,84,0,1,32,"technician","married","secondary",0,84,0,1,"cellular",29,"jul",3,-1,0,NA,"16:05:59","16:12:42",NA,0.416666666666667,0.583333333333333
"286",4579,"HH62cd119969","cellular",18,"may",1,-1,0,NA,NA,"Mitsubishi","Truck",1995,"M","","",TRUE,1,TRUE,55,"blue-collar","married","secondary",0,3917,1,0,55,"blue-collar","married","secondary",0,3917,1,0,"cellular",18,"may",1,-1,0,NA,"11:39:04","11:48:29",NA,0.66,0.34
"287",4413,"HH6f785edefd","cellular",5,"feb",4,-1,0,NA,NA,"Nissan","Altima",2017,"M","","",FALSE,4,FALSE,48,"entrepreneur","single","tertiary",0,318,1,0,48,"entrepreneur","single","tertiary",0,318,1,0,"cellular",5,"feb",4,-1,0,NA,"15:18:23","15:35:20",NA,0.226666666666667,0.773333333333333
"288",4298,"HHe0bcf03279",NA,12,"may",4,-1,0,NA,NA,"Audi","S8",2017,"F","","",TRUE,3,FALSE,49,"blue-collar","married","secondary",0,783,1,0,49,"blue-collar","married","secondary",0,783,1,0,NA,12,"may",4,-1,0,NA,"15:04:28","15:07:14",NA,0.94,0.06
"289",4369,"HHaa73c50ee1",NA,20,"may",2,-1,0,NA,NA,"Land Rover","Discovery Series II",2010,"F","","",FALSE,1,TRUE,39,"blue-collar","married","primary",0,-197,1,0,39,"blue-collar","married","primary",0,-197,1,0,NA,20,"may",2,-1,0,NA,"12:50:04","12:53:28",NA,0.993333333333333,0.00666666666666667
"290",4001,"HH0534604f12",NA,12,"may",12,-1,0,NA,NA,"GMC","Yukon XL 1500",2014,"F","","",TRUE,4,FALSE,25,"admin.","single","secondary",0,1,1,1,25,"admin.","single","secondary",0,1,1,1,NA,12,"may",12,-1,0,NA,"17:17:42","17:18:06",NA,0.87,0.13
"291",4476,"HH7e5d9ebe4d","cellular",2,"jun",1,95,1,"failure",NA,"Ford","Focus",2011,"F","","",TRUE,2,TRUE,47,"management","married","tertiary",0,1147,0,0,47,"management","married","tertiary",0,1147,0,0,"cellular",2,"jun",1,95,1,"failure","10:04:47","10:15:41",NA,0.19,0.81
"292",4031,"HH3831fb3805","cellular",20,"apr",2,342,1,"failure",NA,"Pontiac","Firebird",1998,"F","","Filipino",FALSE,3,FALSE,44,"blue-collar","married",NA,0,3373,1,0,44,"blue-collar","married",NA,0,3373,1,0,"cellular",20,"apr",2,342,1,"failure","14:26:57","14:27:45",NA,0.826666666666667,0.173333333333333
"293",4340,"HH533b7e27fc","cellular",30,"jul",2,-1,0,NA,NA,"Dodge","Daytona",2002,"F","","",TRUE,1,FALSE,42,"entrepreneur","married",NA,0,206,1,0,42,"entrepreneur","married",NA,0,206,1,0,"cellular",30,"jul",2,-1,0,NA,"11:11:28","11:23:03",NA,0.636666666666667,0.363333333333333
"294",4668,"HHf661e3994d","cellular",11,"aug",4,-1,0,NA,NA,"Honda","Accord",1997,"F","","",FALSE,1,FALSE,36,"management","married","tertiary",0,9,0,0,36,"management","married","tertiary",0,9,0,0,"cellular",11,"aug",4,-1,0,NA,"10:29:09","10:35:35",NA,0.593333333333333,0.406666666666667
"295",4193,"HH734dd0d602","cellular",21,"nov",2,-1,0,NA,NA,"Honda","Odyssey",2019,"F","","",FALSE,2,TRUE,36,"admin.","single","secondary",0,0,1,0,36,"admin.","single","secondary",0,0,1,0,"cellular",21,"nov",2,-1,0,NA,"15:50:56","15:53:15",NA,0.843333333333333,0.156666666666667
"296",4285,"HHc2ebfbbe83","telephone",30,"apr",1,-1,0,NA,NA,"Chevrolet","Suburban 1500",2015,"M","","",FALSE,5,FALSE,52,"self-employed","married","tertiary",0,6657,0,0,52,"self-employed","married","tertiary",0,6657,0,0,"telephone",30,"apr",1,-1,0,NA,"12:56:25","13:11:42",NA,0.37,0.63
"297",4523,"HH154dee6d38","cellular",18,"aug",2,-1,0,NA,NA,"Plymouth","Voyager",2006,"F","","",FALSE,1,FALSE,37,"self-employed","married","tertiary",0,129,0,0,37,"self-employed","married","tertiary",0,129,0,0,"cellular",18,"aug",2,-1,0,NA,"14:45:27","14:47:35",NA,0.87,0.13
"298",4797,"HH668a4b5575","cellular",17,"apr",2,-1,0,NA,NA,"Chevrolet","Camaro",2019,"M","$148.72 ","",FALSE,5,TRUE,41,"technician","married","secondary",0,4004,0,0,41,"technician","married","secondary",0,4004,0,0,"cellular",17,"apr",2,-1,0,NA,"12:40:36","12:45:50",NA,0.853333333333333,0.146666666666667
"299",4043,"HH7641d3c1a6",NA,8,"may",3,-1,0,NA,NA,"BMW","545",2015,"F","","",FALSE,3,TRUE,32,"blue-collar","divorced","primary",0,88,1,0,32,"blue-collar","divorced","primary",0,88,1,0,NA,8,"may",3,-1,0,NA,"09:54:58","09:55:15",NA,0.92,0.08
