"","HHuniqueID","Communication","NoOfContacts","DaysPassed","PrevAttempts","carMake","carModel","carYr","headOfhouseholdGender","annualDonations","EstRace","PetsPurchases","DigitalHabits_5_AlwaysOn","AffluencePurchases","Age","Job","Marital","Education","DefaultOnRecord","RecentBalance","HHInsurance","CarLoan","Weekday","CallDayTime","past_Outcome","call_dur_min","Y_AcceptedOffer","DTPrediction.0","DTPrediction.1","RF1Prediction","RF500rediction.0","RF500rediction.1","RF100rediction.0","RF100rediction.1","trainingRFtc.0","trainingRFtc.1","trainingLG","trainingLGBoost.0","trainingLGBoost.1","trainingKNN.0","trainingKNN.1","combinedscore","rank"
"307","HH409a605f75","not provided",2,-1,0,"Cadillac","Seville",2010,"F","","",TRUE,1,TRUE,44,"entrepreneur","married","tertiary",0,1631,1,0,"Wednesday",9,NA,5.76666666666672,0,0.894642857142857,0.105357142857143,0.0176666666666665,0.982,0.018,0.98,0.02,0.986,0.014,0.0608745237455277,0.952574126822433,0.0474258731775668,0.74468085106383,0.25531914893617,0.520976688716408,3150
"308","HH51ff3589e3","cellular",1,433,1,"Ford","LTD Crown Victoria",1998,"F","","",TRUE,1,TRUE,30,"student","single","secondary",0,1779,0,0,"Tuesday",13,"success",3.88333333333335,1,0.148936170212766,0.851063829787234,0.978777777777778,0.016,0.984,0.02,0.98,0.032,0.968,0.976500552029279,0.0474258731775666,0.952574126822433,0.191489361702128,0.808510638297872,6.52064914693682,91
"309","HHd9c844fcfa","cellular",4,307,1,"Hyundai","Santa Fe",2013,"M","","",TRUE,1,FALSE,32,"management","single","tertiary",0,933,1,0,"Tuesday",14,"failure",2.4499999999999,0,0.894642857142857,0.105357142857143,0.0877777777777778,0.926,0.074,0.93,0.07,0.93,0.07,0.323913259673256,0.731058578630005,0.268941421369995,0.51063829787234,0.48936170212766,1.40157352602805,2164
"310","HH94d5e6cfb6","cellular",3,-1,0,"Honda","Civic",2013,"M","","",TRUE,3,FALSE,19,"student","single","secondary",0,394,0,0,"Sunday",12,NA,5.44999999999989,1,0.894642857142857,0.105357142857143,0.493055555555556,0.532,0.468,0.55,0.45,0.49,0.51,0.397582546090301,0.731058578630005,0.268941421369995,0.404255319148936,0.595744680851064,2.7956257911685,1739
"311","HHcf895f335f","cellular",1,-1,0,"Jeep","Compass",2019,"M","","",TRUE,2,TRUE,58,"retired","married","secondary",0,1227,0,0,"Sunday",11,NA,4.61666666666662,0,0.894642857142857,0.105357142857143,0.230277777777778,0.816,0.184,0.85,0.15,0.832,0.168,0.436846538733687,0.731058578630005,0.268941421369995,0.425531914893617,0.574468085106383,1.88761318806721,1962
"312","HH797ec13894","cellular",1,-1,0,"Toyota","Venza",2019,"M","","",FALSE,1,TRUE,29,"management","married","tertiary",0,805,0,0,"Tuesday",9,NA,1.16666666666672,0,0.888888888888889,0.111111111111111,0.103611111111111,0.952,0.048,0.92,0.08,0.956,0.044,0.432999245621215,0.731058578630005,0.268941421369995,0.680851063829787,0.319148936170213,1.30420071427253,2228
"313","HH963f85d3f1","telephone",2,-1,0,"Dodge","Dakota Club",2013,"F","","",TRUE,3,FALSE,25,"student","single",NA,0,722,0,0,"Tuesday",15,NA,10.3833333333334,1,0.222222222222222,0.777777777777778,0.970388888888889,0.032,0.968,0.02,0.98,0.038,0.962,0.981407769547385,0.0474258731775666,0.952574126822433,0.382978723404255,0.617021276595745,6.23878095074334,285
"314","HH1aa10d1b70","cellular",1,-1,0,"GMC","2500 Club Coupe",2019,"F","","Costa Rican",TRUE,2,FALSE,40,"management","married","tertiary",0,0,1,0,"Sunday",15,NA,4.64999999999993,0,0.894642857142857,0.105357142857143,0.0836111111111111,0.964,0.036,0.97,0.03,0.93,0.07,3.59341917038628e-05,0.993307149075715,0.00669285092428486,0.553191489361702,0.446808510638298,0.694894438611429,2812
"315","HH0168eeef96","cellular",6,-1,0,"Lexus","LX",2015,"F","","",TRUE,5,TRUE,31,"technician","single","secondary",0,46,0,0,"Thursday",15,NA,5.21666666666663,0,0.894642857142857,0.105357142857143,0.131,0.902,0.098,0.89,0.11,0.9,0.1,0.336364054213026,0.731058578630005,0.268941421369995,0.574468085106383,0.425531914893617,1.44419453333378,2146
"316","HHc6302d4a4c","telephone",1,-1,0,"Nissan","Quest",2005,"M","","",FALSE,2,TRUE,47,"admin.","divorced","secondary",0,555,1,1,"Saturday",17,NA,7.96666666666674,1,0.222222222222222,0.777777777777778,0.854777777777778,0.128,0.872,0.25,0.75,0.11,0.89,0.539566417178101,0.731058578630005,0.268941421369995,0.6875,0.3125,4.41078561632587,1304
"317","HHcdf373e1be","cellular",1,253,5,"Dodge","Caravan",2004,"M","$1,048.90 ","",TRUE,3,TRUE,59,"services","divorced","secondary",0,1,1,0,"Tuesday",14,"other",10.0333333333332,1,0.222222222222222,0.777777777777778,0.750722222222222,0.206,0.794,0.21,0.79,0.19,0.81,0.99999999566226,0.268941421369995,0.731058578630005,0.382978723404255,0.617021276595745,5.51985762866579,901
"318","HHb6e7997ab2","telephone",1,190,1,"Subaru","Alcyone SVX",2007,"M","","Melanesian",FALSE,1,TRUE,42,"blue-collar","married","secondary",0,3,1,0,"Friday",17,"failure",0.783333333333349,0,0.894642857142857,0.105357142857143,0.021611111111111,1,0,0.96,0.04,0.998,0.002,0.0510333572181245,0.952574126822433,0.0474258731775668,0.787234042553192,0.212765957446809,0.458582330699643,3323
"319","HHb0d046a270","cellular",2,-1,0,"Jeep","Grand Cherokee",2003,"M","","Chilean",FALSE,3,FALSE,59,"management","divorced","tertiary",0,17056,1,0,"Friday",13,NA,7.83333333333333,0,0.878048780487805,0.121951219512195,0.0692777777777777,0.924,0.076,0.89,0.11,0.92,0.08,0.0731088717414407,0.952574126822433,0.0474258731775668,0.680851063829787,0.319148936170213,0.827634900601415,2649
"320","HHcb04f98695","cellular",1,170,4,"BMW","5 Series",2007,"F","","Osage",TRUE,5,FALSE,38,"technician","single","secondary",0,1255,1,0,"Wednesday",17,"failure",1.99999999999999,0,0.894642857142857,0.105357142857143,0.0477222222222222,0.964,0.036,0.95,0.05,0.962,0.038,0.245613110507092,0.731058578630005,0.268941421369995,0.574468085106383,0.425531914893617,1.16944358962785,2312
"321","HH2f2ea1e268","cellular",1,92,4,"Mitsubishi","Eclipse",2016,"M","","",TRUE,1,TRUE,33,"services","married","secondary",0,386,0,0,"Thursday",15,"failure",4.21666666666663,1,0.894642857142857,0.105357142857143,0.800111111111111,0.18,0.82,0.19,0.81,0.132,0.868,0.391565790666927,0.0474258731775666,0.952574126822433,0.531914893617021,0.468085106382979,4.41558216672948,1301
"322","HH663a641cfa","not provided",2,-1,0,"Suzuki","Grand Vitara",2019,"M","","",FALSE,4,TRUE,30,"blue-collar","single","secondary",0,0,1,0,"Tuesday",17,NA,0.0833333333332398,0,0.787671232876712,0.212328767123288,0.0309444444444444,0.972,0.028,0.94,0.06,0.972,0.028,0.0933802754810047,0.952574126822433,0.0474258731775668,0.851063829787234,0.148936170212766,0.618071085994625,2913
"323","HHeb6c7aceac","cellular",2,-1,0,"Ford","Econoline E250",2008,"M","","",FALSE,4,TRUE,31,"self-employed","married","tertiary",0,94,0,0,"Saturday",10,NA,9.64999999999999,1,0.222222222222222,0.777777777777778,0.9555,0.038,0.962,0.08,0.92,0.04,0.96,0.836985527703458,0.268941421369995,0.731058578630005,0.574468085106383,0.425531914893617,5.61335379900486,841
"324","HHaf638a4dc5","cellular",3,325,1,"Ford","Contour",2007,"F","","Indonesian",TRUE,3,TRUE,52,"admin.","divorced","secondary",0,725,1,0,"Monday",17,"other",0.949999999999989,0,0.787671232876712,0.212328767123288,0.121388888888889,0.908,0.092,0.89,0.11,0.882,0.118,0.752255681206471,0.731058578630005,0.268941421369995,0.553191489361702,0.446808510638298,2.00033438033805,1927
"325","HH2b770c9b00","cellular",1,262,7,"Toyota","Camry",2015,"M","","",FALSE,4,TRUE,47,"blue-collar","married","secondary",0,1568,1,0,"Wednesday",9,"success",6.46666666666667,1,0.222222222222222,0.777777777777778,0.936,0.082,0.918,0.08,0.92,0.102,0.898,0.694371471117447,0.268941421369995,0.731058578630005,0.170212765957447,0.829787234042553,5.76899506156778,749
"326","HHa7587ee9e6","cellular",3,-1,0,"Chevrolet","",2007,"M","","",TRUE,2,FALSE,27,"self-employed","single","secondary",0,152,0,0,"Thursday",13,NA,1.33333333333344,0,0.894642857142857,0.105357142857143,0.0514444444444444,0.964,0.036,0.97,0.03,0.948,0.052,0.24861010231476,0.731058578630005,0.268941421369995,0.553191489361702,0.446808510638298,1.1877171771802,2302
"327","HH5d022527bd","not provided",1,-1,0,"Dodge","D250",2003,"M","","",FALSE,5,FALSE,56,"technician","married","secondary",0,28,1,0,"Friday",10,NA,3.93333333333336,0,0.894642857142857,0.105357142857143,0.0034444444444442,0.994,0.006,1,0,0.996,0.004,9.22508850915322e-06,0.993307149075715,0.00669285092428486,0.872340425531915,0.127659574468085,0.249718793338022,3865
"328","HH6dcec70aaf","cellular",1,100,2,"GMC","3500",2006,"F","","",FALSE,4,FALSE,31,"technician","single","tertiary",0,438,1,0,"Friday",15,"failure",2.74999999999995,0,0.894642857142857,0.105357142857143,0.0504444444444444,0.946,0.054,0.89,0.11,0.968,0.032,0.165299641688594,0.268941421369995,0.731058578630005,0.702127659574468,0.297872340425532,1.49558770360127,2120
"329","HH4974d1ad75","cellular",1,91,2,"Honda","Accord",2009,"F","","",FALSE,4,FALSE,77,"retired","married","primary",0,29340,0,0,"Sunday",16,"other",4.28333333333342,1,0.346938775510204,0.653061224489796,0.832222222222222,0.178,0.822,0.14,0.86,0.15,0.85,0.471600217495377,0.268941421369995,0.731058578630005,0.531914893617021,0.468085106382979,4.85580512699816,1175
"330","HH5e14622e47","not provided",3,-1,0,"Honda","Civic",2019,"F","","Melanesian",TRUE,3,TRUE,29,"management","single","secondary",0,-105,1,0,"Wednesday",17,NA,0.0833333333333997,0,0.894642857142857,0.105357142857143,0.0199444444444443,0.994,0.006,1,0,0.982,0.018,0.00204496066930943,0.999088948805599,0.000911051194400645,0.872340425531915,0.127659574468085,0.259972729188938,3839
"331","HH748f3fc904","cellular",3,95,4,"Volvo","XC60",2019,"M","","",TRUE,5,TRUE,27,"blue-collar","single","secondary",0,535,0,0,"Sunday",13,"success",4.41666666666666,1,0.148936170212766,0.851063829787234,0.963055555555556,0.018,0.982,0.03,0.97,0.02,0.98,0.9999966356626,0.000911051194400603,0.999088948805599,0.25531914893617,0.74468085106383,6.52683026531926,88
"332","HHe7226352b9","cellular",2,-1,0,"Honda","Accord",2014,"F","","",TRUE,4,TRUE,44,"blue-collar","married","secondary",0,797,1,0,"Friday",14,NA,4.1,0,0.894642857142857,0.105357142857143,0.0378333333333333,0.986,0.014,0.96,0.04,0.988,0.012,0.0540101223870539,0.731058578630005,0.268941421369995,0.893617021276596,0.106382978723404,0.600691665337596,2963
"333","HHb298f22e9b","cellular",6,-1,0,"Jeep","Wrangler",2009,"M","","",TRUE,3,FALSE,61,"management","married","secondary",0,985,0,0,"Tuesday",12,NA,16.6333333333333,1,0.222222222222222,0.777777777777778,0.925222222222222,0.094,0.906,0.08,0.92,0.058,0.942,0.916478478609202,0.0474258731775666,0.952574126822433,0.617021276595745,0.382978723404255,5.79780910661367,727
"334","HH2eb693e15c","cellular",3,-1,0,"Dodge","Challenger",2018,"M","$731.14 ","Thai",TRUE,2,TRUE,46,"management","divorced","tertiary",0,1297,0,0,"Tuesday",9,NA,11.9333333333333,1,0.222222222222222,0.777777777777778,0.956277777777778,0.062,0.938,0.03,0.97,0.038,0.962,0.999999999751785,0.00669285092428473,0.993307149075715,0.382978723404255,0.617021276595745,6.25810620320102,260
"335","HH256a956d59","not provided",7,-1,0,"Chevrolet","Corvette",2018,"M","","",TRUE,1,TRUE,26,"blue-collar","single","secondary",0,-46,1,0,"Saturday",12,NA,6.36666666666665,1,0.222222222222222,0.777777777777778,0.530555555555556,0.344,0.656,0.35,0.65,0.32,0.68,0.0754061234097862,0.952574126822433,0.0474258731775668,0.765957446808511,0.234042553191489,3.12065232755662,1662
"336","HHc2e23b1231","cellular",2,385,1,"Nissan","Xterra",2017,"F","","South American",FALSE,3,TRUE,53,"management","married",NA,0,2240,1,0,"Tuesday",14,"success",4.7000000000001,1,0.148936170212766,0.851063829787234,0.906611111111111,0.06,0.94,0.12,0.88,0.058,0.942,0.904063516540835,0.00669285092428473,0.993307149075715,0.234042553191489,0.765957446808511,6.27639194221229,249
"337","HH1b58db9ea0","cellular",2,-1,0,"Audi","80",1999,"F","","",FALSE,5,FALSE,20,"student","single",NA,0,829,0,0,"Thursday",13,NA,4.21666666666679,1,0.294964028776978,0.705035971223022,0.946611111111111,0.034,0.966,0.09,0.91,0.034,0.966,0.999964548586339,0.0474258731775666,0.952574126822433,0.361702127659574,0.638297872340426,6.13787251897222,388
"338","HH0fbfbe7bea","cellular",1,-1,0,"BMW","Z4",2013,"F","","",TRUE,1,FALSE,29,"technician","single","secondary",0,110,1,0,"Monday",12,NA,17.2666666666666,1,0.222222222222222,0.777777777777778,0.937444444444444,0.056,0.944,0.16,0.84,0.042,0.958,0.948996453321984,0.0474258731775666,0.952574126822433,0.382978723404255,0.617021276595745,6.03836963451794,501
"339","HH2c210940a5","cellular",5,-1,0,"Toyota","Echo",2013,"M","","Osage",TRUE,1,TRUE,38,"admin.","married","secondary",0,47,1,0,"Monday",15,NA,4.80000000000011,1,0.787671232876712,0.212328767123288,0.857833333333333,0.128,0.872,0.14,0.86,0.132,0.868,0.775053642596504,0.268941421369995,0.731058578630005,0.595744680851064,0.404255319148936,4.72269630749873,1208
"340","HHe918894929","cellular",6,-1,0,"Mazda","CX-7",2017,"M","","Yakama",FALSE,4,FALSE,35,"blue-collar","single","secondary",0,885,1,0,"Wednesday",12,NA,10.5333333333333,1,0.222222222222222,0.777777777777778,0.929555555555556,0.042,0.958,0.1,0.9,0.022,0.978,0.476083045357679,0.268941421369995,0.731058578630005,0.659574468085106,0.340425531914894,5.16134493368036,1085
"341","HHc4149cfcda","not provided",3,-1,0,"Chevrolet","Avalanche 1500",2014,"F","","",FALSE,4,FALSE,46,"services","divorced","secondary",0,0,0,0,"Saturday",13,NA,17.0500000000001,1,0.222222222222222,0.777777777777778,0.892111111111111,0.118,0.882,0.19,0.81,0.066,0.934,0.780650607153301,0.268941421369995,0.731058578630005,0.617021276595745,0.382978723404255,5.29846568696534,1023
"342","HH0f3a7bdae1","not provided",2,-1,0,"Volkswagen","Jetta",2018,"M","","",FALSE,4,TRUE,32,"blue-collar","married","secondary",0,536,1,0,"Saturday",16,NA,3.46666666666652,0,0.894642857142857,0.105357142857143,0.0261111111111109,0.97,0.03,0.99,0.01,0.986,0.014,0.0238616453046323,0.952574126822433,0.0474258731775668,0.808510638297872,0.191489361702128,0.42213402304147,3422
"343","HH7ed674c73a","cellular",2,-1,0,"Maybach","Landaulet",2019,"F","","",TRUE,1,TRUE,52,"technician","married","secondary",0,137,0,0,"Monday",16,NA,3.78333333333334,1,0.294964028776978,0.705035971223022,0.8125,0.172,0.828,0.17,0.83,0.166,0.834,0.999907564355672,0.0474258731775666,0.952574126822433,0.48936170212766,0.51063829787234,5.66015596027347,812
"344","HH32b4848fe9","cellular",1,-1,0,"Chrysler","Town & Country",2019,"F","","American Indian and Alaska Native (AIAN)",FALSE,4,FALSE,26,"technician","single","tertiary",0,170,1,0,"Friday",12,NA,8.09999999999999,0,0.222222222222222,0.777777777777778,0.356,0.722,0.278,0.72,0.28,0.726,0.274,0.499074571700103,0.268941421369995,0.731058578630005,0.659574468085106,0.340425531914894,3.18033646002278,1648
"345","HH6bcc3b4a5d","not provided",2,-1,0,"Jeep","Cherokee",2009,"F","","",FALSE,1,TRUE,33,"services","divorced","secondary",0,-297,1,0,"Tuesday",17,NA,2.69999999999994,0,0.894642857142857,0.105357142857143,0.0113888888888887,0.996,0.004,0.99,0.01,0.994,0.006,0.00949459880775228,0.952574126822433,0.0474258731775668,0.893617021276596,0.106382978723404,0.288660593565866,3773
"346","HH3fa8a7aa9d","cellular",5,-1,0,"Mercury","Mystique",2006,"M","$767.65 ","",TRUE,4,FALSE,30,"technician","single","secondary",0,53,1,0,"Saturday",15,NA,5.86666666666673,0,0.894642857142857,0.105357142857143,0.0197777777777777,0.974,0.026,0.97,0.03,0.98,0.02,4.7077954067387e-13,0.999088948805599,0.000911051194400645,0.914893617021277,0.0851063829787234,0.267374577030738,3824
"347","HH44b683a192","cellular",1,134,1,"Buick","Skyhawk",2019,"M","$1,015.80 ","",TRUE,2,FALSE,48,"technician","single","secondary",0,1245,0,0,"Tuesday",16,"other",2.81666666666657,0,0.894642857142857,0.105357142857143,0.0574999999999999,0.916,0.084,0.93,0.07,0.926,0.074,8.85059776576505e-13,0.999088948805599,0.000911051194400645,0.787234042553192,0.212765957446809,0.547034151499237,3089
"348","HH557e060326","cellular",1,-1,0,"Cadillac","DeVille",2014,"F","","Colville",FALSE,2,TRUE,36,"technician","married","secondary",0,480,0,0,"Tuesday",16,NA,3.55000000000008,1,0.894642857142857,0.105357142857143,0.700277777777778,0.254,0.746,0.21,0.79,0.192,0.808,0.224464271130752,0.268941421369995,0.731058578630005,0.723404255319149,0.276595744680851,3.68147573729875,1513
"349","HH4ea56bc13b","cellular",3,-1,0,"Infiniti","I",2013,"F","","",TRUE,2,TRUE,35,"management","single","tertiary",0,1750,1,0,"Tuesday",14,NA,5.55000000000007,1,0.894642857142857,0.105357142857143,0.557388888888889,0.348,0.652,0.3,0.7,0.312,0.688,0.210110646810682,0.731058578630005,0.268941421369995,0.595744680851064,0.404255319148936,3.02866453018676,1687
"350","HH43b2afc841","cellular",2,-1,0,"Honda","Accord",2001,"M","","Tohono O'Odham",FALSE,5,FALSE,35,"services","married","secondary",0,5,0,0,"Thursday",15,NA,2.54999999999992,0,0.894642857142857,0.105357142857143,0.0290555555555555,0.97,0.03,0.98,0.02,0.978,0.022,0.0363975887639126,0.952574126822433,0.0474258731775668,0.74468085106383,0.25531914893617,0.516499753734792,3159
"351","HH0dde819c86","cellular",2,-1,0,"Nissan","Xterra",2011,"F","","Pueblo",FALSE,1,TRUE,31,"technician","married","secondary",0,4182,1,0,"Monday",17,NA,5.78333333333333,1,0.787671232876712,0.212328767123288,0.819055555555556,0.144,0.856,0.12,0.88,0.156,0.844,0.502670693212444,0.268941421369995,0.731058578630005,0.520833333333333,0.479166666666667,4.5052247056324,1269
"352","HHfc1ce031dc","cellular",2,-1,0,"Toyota","Land Cruiser",2003,"M","","Cree",TRUE,1,FALSE,39,"blue-collar","divorced","secondary",0,241,1,0,"Saturday",11,NA,1.94999999999999,0,0.894642857142857,0.105357142857143,0.0147777777777777,0.984,0.016,0.95,0.05,0.996,0.004,0.0472345856703034,0.731058578630005,0.268941421369995,0.765957446808511,0.234042553191489,0.725575703088931,2774
"353","HHd98708d67f","cellular",7,-1,0,"Acura","MDX",2019,"M","","",TRUE,5,TRUE,33,"self-employed","married","secondary",0,49,1,0,"Thursday",14,NA,2.83333333333335,0,0.894642857142857,0.105357142857143,0.0162222222222221,0.962,0.038,0.95,0.05,0.984,0.016,0.0616801697626999,0.731058578630005,0.268941421369995,0.723404255319149,0.276595744680851,0.816574478670689,2659
"354","HH0efedb211c","cellular",4,-1,0,"Pontiac","GTO",1983,"F","","Micronesian",FALSE,5,TRUE,57,"retired","married","tertiary",0,0,0,0,"Wednesday",15,NA,1.93333333333337,0,0.894642857142857,0.105357142857143,0.110944444444444,0.89,0.11,0.86,0.14,0.902,0.098,0.149993576117614,0.993307149075715,0.00669285092428486,0.553191489361702,0.446808510638298,1.05685208053734,2412
"355","HH467f56079b","cellular",7,-1,0,"","944",1998,"M","","",TRUE,3,TRUE,30,"technician","single","secondary",0,458,0,0,"Friday",14,NA,0.849999999999973,0,0.894642857142857,0.105357142857143,0.0204999999999999,0.988,0.012,0.99,0.01,0.988,0.012,4.28536564401036e-06,0.993307149075715,0.00669285092428486,0.829787234042553,0.170212765957447,0.316267045104519,3694
"356","HH53e37f22e4","not provided",1,-1,0,"Mitsubishi","Truck",2000,"M","","",TRUE,5,TRUE,40,"blue-collar","single","secondary",0,1101,1,0,"Saturday",16,NA,3.56666666666669,0,0.894642857142857,0.105357142857143,-2.1963912170501e-16,1,0,1,0,0.996,0.004,3.08121636325361e-06,0.993307149075715,0.00669285092428486,0.808510638297872,0.191489361702128,0.307542436699919,3724
"357","HH51b93a5ae5","not provided",3,-1,0,"Suzuki","Equator",2019,"M","","Uruguayan",FALSE,1,TRUE,36,"blue-collar","married","tertiary",0,9,1,0,"Thursday",13,NA,1.86666666666675,0,0.894642857142857,0.105357142857143,-2.8643754035329e-16,1,0,1,0,0.996,0.004,7.66295454740238e-07,0.999876605424014,0.000123394575986232,0.893617021276596,0.106382978723404,0.215864282451988,3930
"358","HHdb48b5e27e","not provided",1,-1,0,"BMW","M5",2012,"M","$1,323.39 ","Asian Indian",FALSE,3,TRUE,36,"blue-collar","single","primary",0,49,1,0,"Friday",12,NA,6.74999999999994,0,0.222222222222222,0.777777777777778,0.0559999999999999,0.97,0.03,0.97,0.03,0.956,0.044,8.86852623131249e-09,0.999088948805599,0.000911051194400645,0.872340425531915,0.127659574468085,1.01034841230879,2468
"359","HHe52a3685d6","cellular",1,56,2,"Toyota","Sequoia",2017,"M","","",TRUE,1,FALSE,32,"management","married","secondary",0,625,1,0,"Tuesday",15,"failure",5.86666666666673,0,0.894642857142857,0.105357142857143,0.442,0.554,0.446,0.62,0.38,0.596,0.404,0.29419324426388,0.268941421369995,0.731058578630005,0.617021276595745,0.382978723404255,2.74358768915528,1751
"360","HHa9da9595f9","telephone",11,-1,0,"Mercedes-Benz","SL-Class",2008,"F","","",TRUE,5,TRUE,37,"admin.","married","secondary",0,1110,1,0,"Wednesday",12,NA,13.3666666666666,1,0.222222222222222,0.777777777777778,0.973722222222222,0.028,0.972,0.05,0.95,0.01,0.99,0.840593366866821,0.00669285092428473,0.993307149075715,0.702127659574468,0.297872340425532,5.82155063414585,704
"361","HHed900baf21","not provided",3,-1,0,"Volkswagen","Passat",2010,"F","","",TRUE,3,TRUE,44,"blue-collar","married","secondary",0,138,1,0,"Friday",11,NA,4.71666666666663,0,0.894642857142857,0.105357142857143,0.0537777777777777,0.978,0.022,0.97,0.03,0.972,0.028,0.0567408919025908,0.731058578630005,0.268941421369995,0.851063829787234,0.148936170212766,0.659975626342495,2853
"362","HHfa500aebde","cellular",1,-1,0,"Suzuki","Swift",1997,"M","","",TRUE,4,FALSE,27,"student","single","secondary",0,3,0,0,"Tuesday",14,NA,2.18333333333325,0,0.294964028776978,0.705035971223022,0.316777777777778,0.768,0.232,0.76,0.24,0.752,0.248,0.783972687866533,0.731058578630005,0.268941421369995,0.382978723404255,0.617021276595745,3.09497135705529,1671
"363","HH73f17b79da","cellular",2,-1,0,"Ford","Mustang",2000,"M","","",FALSE,5,FALSE,50,"blue-collar","married","primary",0,180,1,0,"Thursday",10,NA,1.74999999999995,0,0.894642857142857,0.105357142857143,0.00911111111111096,0.984,0.016,0.98,0.02,1,0,0.0563494080040901,0.731058578630005,0.268941421369995,0.680851063829787,0.319148936170213,0.785796908401441,2692
"364","HH970eea9336","cellular",4,-1,0,"Mercedes-Benz","S-Class",2019,"F","","Costa Rican",FALSE,4,FALSE,34,"management","single","tertiary",0,5086,0,0,"Monday",13,NA,3.54999999999992,1,0.294964028776978,0.705035971223022,0.607277777777778,0.426,0.574,0.43,0.57,0.358,0.642,0.369514792539682,0.731058578630005,0.268941421369995,0.468085106382979,0.531914893617021,3.66140707874972,1520
"365","HH37e25675e0","not provided",4,-1,0,"BMW","7 Series",2019,"F","","Native Hawaiian and Other Pacific Islander (NHPI)",FALSE,3,TRUE,57,"management","married","primary",0,1052,1,0,"Wednesday",17,NA,3.78333333333334,0,0.894642857142857,0.105357142857143,-1.64683081986065e-16,0.992,0.008,1,0,0.988,0.012,0.0142547741964838,0.993307149075715,0.00669285092428486,0.893617021276596,0.106382978723404,0.252687746701316,3859
"366","HH62fb8689b8","cellular",34,-1,0,"Mercedes-Benz","300CE",2002,"F","","",TRUE,1,FALSE,40,"services","married",NA,0,0,0,0,"Friday",9,NA,1.10000000000001,0,0.894642857142857,0.105357142857143,0.00916666666666648,0.992,0.008,0.99,0.01,0.982,0.018,6.45041229884362e-07,0.993307149075715,0.00669285092428486,0.872340425531915,0.127659574468085,0.275710213290743,3809
"367","HH649cec12a5","cellular",3,-1,0,"Buick","LaCrosse",2015,"M","","Ottawa",TRUE,1,TRUE,32,"blue-collar","single","secondary",0,322,1,0,"Wednesday",9,NA,3.88333333333327,0,0.894642857142857,0.105357142857143,0.0607222222222222,0.934,0.066,0.92,0.08,0.95,0.05,0.114529804244302,0.731058578630005,0.268941421369995,0.638297872340426,0.361702127659574,1.04653049613101,2425
"368","HH96e57b6cd8","cellular",1,273,1,"Honda","Passport",2009,"F","","",FALSE,1,TRUE,33,"technician","single","secondary",0,647,1,1,"Tuesday",14,"other",2.06666666666678,0,0.894642857142857,0.105357142857143,0.100555555555556,0.91,0.09,0.83,0.17,0.89,0.11,0.0724662575256511,0.993307149075715,0.00669285092428486,0.617021276595745,0.382978723404255,0.937494974711334,2536
"369","HH6b842aa08e","cellular",1,-1,0,"Dodge","Ram 1500",2012,"M","","",TRUE,5,TRUE,49,"blue-collar","divorced","secondary",0,10613,0,1,"Tuesday",17,NA,20.4333333333334,1,0.222222222222222,0.777777777777778,0.971277777777778,0.034,0.966,0.03,0.97,0.018,0.982,0.996067232325098,0.0474258731775666,0.952574126822433,0.531914893617021,0.468085106382979,6.11250424330829,414
"370","HH026f72a1a5","cellular",4,-1,0,"","Rogue",2019,"F","","Chippewa",FALSE,4,TRUE,54,"technician","divorced","secondary",0,136,0,1,"Friday",12,NA,2.51666666666669,0,0.894642857142857,0.105357142857143,0.0363333333333333,0.98,0.02,0.96,0.04,0.98,0.02,0.0258473029411002,0.952574126822433,0.0474258731775668,0.702127659574468,0.297872340425532,0.556502659401342,3070
"371","HH6f4d4e2a00","cellular",1,-1,0,"Honda","Pilot",2016,"M","","",FALSE,2,FALSE,34,"technician","single","tertiary",0,612,0,0,"Monday",9,NA,1.51666666666669,0,0.894642857142857,0.105357142857143,0.0645555555555555,0.958,0.042,0.9,0.1,0.966,0.034,0.126028082764549,0.952574126822433,0.0474258731775668,0.48936170212766,0.51063829787234,0.965449396671599,2508
"372","HHa28ecc1559","cellular",1,-1,0,"Porsche","928",2001,"F","$131.23 ","",TRUE,3,TRUE,28,"unemployed","single","secondary",0,434,1,0,"Thursday",14,NA,4.28333333333326,0,0.894642857142857,0.105357142857143,0.108444444444444,0.874,0.126,0.9,0.1,0.908,0.092,6.94591730019606e-09,0.952574126822433,0.0474258731775668,0.829787234042553,0.170212765957447,0.640995788938074,2883
"373","HH7e92b9e7fa","cellular",1,-1,0,"Mercedes-Benz","SL-Class",2017,"F","","",TRUE,1,TRUE,32,"services","single","secondary",0,1168,1,0,"Monday",17,NA,6.84999999999995,1,0.222222222222222,0.777777777777778,0.891555555555556,0.116,0.884,0.06,0.94,0.098,0.902,0.643834798723233,0.268941421369995,0.731058578630005,0.520833333333333,0.479166666666667,5.35783782179768,993
"374","HH765ba90acd","cellular",1,211,1,"Pontiac","Vibe",2016,"F","","",TRUE,4,FALSE,41,"admin.","divorced","secondary",0,4,1,0,"Wednesday",11,"failure",3.86666666666666,0,0.894642857142857,0.105357142857143,0.0956666666666667,0.918,0.082,0.9,0.1,0.966,0.034,0.267640269352822,0.268941421369995,0.731058578630005,0.51063829787234,0.48936170212766,1.80941769296763,1994
