dataID,HHuniqueID,Communication.x,LastContactDay.x,LastContactMonth.x,NoOfContacts.x,DaysPassed.x,PrevAttempts.x,past_Outcome,CallStart.x,CallEnd.x,Y_AcceptedOffer,carMake,carModel,carYr,headOfhouseholdGender,annualDonations,EstRace,PetsPurchases,DigitalHabits_5_AlwaysOn,AffluencePurchases,Age.x,Job.x,Marital.x,Education.x,DefaultOnRecord,RecentBalance,HHInsurance.x,CarLoan.x,Age.y,Job.y,Marital.y,Education.y,Default,Balance,HHInsurance.y,CarLoan.y,Communication.y,LastContactDay.y,LastContactMonth.y,NoOfContacts.y,DaysPassed.y,PrevAttempts.y,Outcome,CallStart.y,CallEnd.y,CarInsurance
889,HH806cd5227b,cellular,14,may,3,-1,0,,16:29:55,16:31:10,DidNotAccept,GMC,,2006,M,,,FALSE,4,FALSE,36,management,married,tertiary,0,2178,1,0,36,management,married,tertiary,0,2178,1,0,cellular,14,may,3,-1,0,,16:29:55,16:31:10,0
890,HH91c3015bec,cellular,8,jul,1,-1,0,,10:57:45,11:06:03,DidNotAccept,,Tahoe,2007,F,,,TRUE,3,FALSE,45,admin.,married,secondary,0,3493,1,0,45,admin.,married,secondary,0,3493,1,0,cellular,8,jul,1,-1,0,,10:57:45,11:06:03,0
891,HH89b199cfbb,telephone,30,jul,20,-1,0,,17:13:42,17:14:09,DidNotAccept,GMC,Yukon XL 2500,2019,M,,,TRUE,3,FALSE,51,technician,married,secondary,1,61,0,1,51,technician,married,secondary,1,61,0,1,telephone,30,jul,20,-1,0,,17:13:42,17:14:09,0
892,HH3c53aa3db5,,26,may,3,-1,0,,15:20:58,15:26:04,DidNotAccept,BMW,X6 M,2019,F,"$1,270.20 ",,TRUE,4,FALSE,30,services,married,secondary,0,-95,1,1,30,services,married,secondary,0,-95,1,1,,26,may,3,-1,0,,15:20:58,15:26:04,0
893,HH1dbd016f0b,,26,may,1,-1,0,,11:50:34,11:53:22,DidNotAccept,,Insight,2011,F,,Alaska Native,FALSE,4,FALSE,47,technician,single,,0,-213,1,0,47,technician,single,,0,-213,1,0,,26,may,1,-1,0,,11:50:34,11:53:22,0
894,HH8b4918607c,,27,may,3,-1,0,,13:15:45,13:19:29,DidNotAccept,,Altima,2019,M,,,TRUE,2,FALSE,26,blue-collar,married,secondary,0,2005,1,0,26,blue-collar,married,secondary,0,2005,1,0,,27,may,3,-1,0,,13:15:45,13:19:29,0
895,HHdd1695e05c,cellular,14,apr,1,-1,0,,17:33:25,17:41:50,Accepted,Pontiac,Grand Prix,2009,F,,,TRUE,2,TRUE,62,retired,married,primary,0,1084,0,0,62,retired,married,primary,0,1084,0,0,cellular,14,apr,1,-1,0,,17:33:25,17:41:50,1
896,HH80825f84e5,cellular,30,apr,1,87,1,success,15:47:25,15:52:40,Accepted,Nissan,Quest,,M,,,TRUE,3,TRUE,37,management,married,tertiary,0,630,0,0,37,management,married,tertiary,0,630,0,0,cellular,30,apr,1,87,1,success,15:47:25,15:52:40,1
897,HHa7a09a5413,cellular,15,jun,2,-1,0,,12:58:42,13:01:43,Accepted,GMC,Sierra 1500,2019,F,,,FALSE,2,FALSE,43,management,married,tertiary,0,3518,0,0,43,management,married,tertiary,0,3518,0,0,cellular,15,jun,2,-1,0,,12:58:42,13:01:43,1
898,HHe249a3f1a8,telephone,3,sep,1,189,1,success,13:40:00,13:47:51,Accepted,Dodge,Ram Van B150,2003,F,,,FALSE,2,TRUE,71,retired,married,tertiary,0,653,0,0,71,retired,married,tertiary,0,653,0,0,telephone,3,sep,1,189,1,success,13:40:00,13:47:51,1
899,HH9303982cf3,cellular,14,apr,1,322,1,failure,12:19:31,12:20:56,DidNotAccept,Mercedes-Benz,GL-Class,2019,F,,,FALSE,4,TRUE,37,technician,married,secondary,0,474,1,0,37,technician,married,secondary,0,474,1,0,cellular,14,apr,1,322,1,failure,12:19:31,12:20:56,0
900,HH2411f05e69,,27,may,4,-1,0,,10:21:35,10:24:26,DidNotAccept,Nissan,350Z,2013,M,,,TRUE,4,FALSE,39,technician,married,secondary,0,768,1,1,39,technician,married,secondary,0,768,1,1,,27,may,4,-1,0,,10:21:35,10:24:26,0
901,HHe48505424b,,26,may,1,-1,0,,9:47:15,9:52:32,DidNotAccept,Mazda,B-Series,2016,M,,,FALSE,5,TRUE,34,blue-collar,married,secondary,0,-436,1,0,34,blue-collar,married,secondary,0,-436,1,0,,26,may,1,-1,0,,09:47:15,09:52:32,0
902,HHb8367eb512,,29,may,2,-1,0,,12:37:40,12:51:33,Accepted,Infiniti,G25,2019,M,,,FALSE,1,FALSE,45,blue-collar,divorced,primary,0,594,1,0,45,blue-collar,divorced,primary,0,594,1,0,,29,may,2,-1,0,,12:37:40,12:51:33,1
903,HH08aa4284fd,cellular,24,jul,2,-1,0,,10:20:19,10:21:49,DidNotAccept,Chevrolet,Express 1500,2018,F,,,FALSE,4,TRUE,30,management,married,tertiary,0,14,0,0,30,management,married,tertiary,0,14,0,0,cellular,24,jul,2,-1,0,,10:20:19,10:21:49,0
904,HHe1f27aac1b,telephone,5,mar,5,-1,0,,9:54:04,9:57:23,Accepted,Honda,Pilot,,F,$470.10 ,,FALSE,5,FALSE,30,student,single,tertiary,0,2539,0,0,30,student,single,tertiary,0,2539,0,0,telephone,5,mar,5,-1,0,,09:54:04,09:57:23,1
905,HH818cc11263,cellular,31,jul,13,-1,0,,13:10:04,13:11:43,DidNotAccept,Cadillac,XLR-V,2017,M,,,FALSE,5,FALSE,32,services,single,secondary,0,0,1,0,32,services,single,secondary,0,0,1,0,cellular,31,jul,13,-1,0,,13:10:04,13:11:43,0
906,HH2a148098e2,cellular,5,may,4,165,4,failure,9:26:25,9:30:22,DidNotAccept,Acura,NSX,2009,F,,,TRUE,2,FALSE,33,services,married,secondary,0,255,1,1,33,services,married,secondary,0,255,1,1,cellular,5,may,4,165,4,failure,09:26:25,09:30:22,0
907,HHc45656f105,cellular,17,apr,4,329,2,other,14:16:54,14:21:36,DidNotAccept,Hyundai,Sonata,,F,,,TRUE,3,FALSE,30,services,single,secondary,0,-172,1,1,30,services,single,secondary,0,-172,1,1,cellular,17,apr,4,329,2,other,14:16:54,14:21:36,0
908,HH0c5c8fbde9,cellular,20,nov,1,-1,0,,14:00:24,14:11:41,Accepted,Land Rover,Range Rover,2007,M,,,TRUE,4,FALSE,53,blue-collar,married,primary,0,421,1,0,53,blue-collar,married,primary,0,421,1,0,cellular,20,nov,1,-1,0,,14:00:24,14:11:41,1
909,HHc97a27784d,,7,may,3,-1,0,,10:28:21,10:30:19,DidNotAccept,Nissan,Pathfinder,2019,F,$302.31 ,Potawatomi,FALSE,2,FALSE,55,technician,single,tertiary,0,92,1,0,55,technician,single,tertiary,0,92,1,0,,7,may,3,-1,0,,10:28:21,10:30:19,0
910,HH3da625194c,,19,may,5,-1,0,,15:52:59,15:54:49,DidNotAccept,Lotus,Esprit,2004,F,$972.18 ,Korean,TRUE,5,TRUE,44,services,married,primary,0,1161,1,0,44,services,married,primary,0,1161,1,0,,19,may,5,-1,0,,15:52:59,15:54:49,0
911,HHc30d38d8d5,,20,jun,5,-1,0,,16:47:21,16:48:05,DidNotAccept,Honda,CR-X,,F,,Guamanian,FALSE,1,FALSE,39,technician,married,tertiary,0,122,0,0,39,technician,married,tertiary,0,122,0,0,,20,jun,5,-1,0,,16:47:21,16:48:05,0
912,HHa2537852fd,cellular,25,jul,16,-1,0,,14:50:45,14:53:02,DidNotAccept,Isuzu,Amigo,2010,F,,Cree,FALSE,4,FALSE,31,management,married,tertiary,0,430,1,0,31,management,married,tertiary,0,430,1,0,cellular,25,jul,16,-1,0,,14:50:45,14:53:02,0
913,HHe7b958f1db,cellular,14,may,1,-1,0,,17:05:21,17:07:28,DidNotAccept,Jeep,Wrangler,2019,F,,,FALSE,5,FALSE,48,blue-collar,divorced,secondary,0,2071,0,0,48,blue-collar,divorced,secondary,0,2071,0,0,cellular,14,may,1,-1,0,,17:05:21,17:07:28,0
914,HH722814f3a4,cellular,22,may,2,-1,0,,16:09:22,16:15:00,Accepted,Rolls-Royce,Phantom,2019,M,,,TRUE,3,FALSE,55,management,married,,0,1504,1,0,55,management,married,,0,1504,1,0,cellular,22,may,2,-1,0,,16:09:22,16:15:00,1
915,HHd0e3f34e9f,cellular,8,aug,4,-1,0,,9:14:12,9:16:09,DidNotAccept,Dodge,Caravan,2019,M,,Iroquois,FALSE,4,TRUE,46,technician,single,tertiary,0,2739,0,0,46,technician,single,tertiary,0,2739,0,0,cellular,8,aug,4,-1,0,,09:14:12,09:16:09,0
916,HH387a8ff83c,cellular,17,jul,5,-1,0,,14:54:35,15:03:31,Accepted,Land Rover,Discovery,2006,M,,,TRUE,1,FALSE,31,management,divorced,tertiary,0,294,1,0,31,management,divorced,tertiary,0,294,1,0,cellular,17,jul,5,-1,0,,14:54:35,15:03:31,1
917,HH4330b542f0,cellular,2,aug,2,272,8,success,11:08:25,11:15:33,Accepted,Ford,F350,2019,F,,,FALSE,3,FALSE,37,management,single,tertiary,0,62,1,0,37,management,single,tertiary,0,62,1,0,cellular,2,aug,2,272,8,success,11:08:25,11:15:33,1
918,HH391674964c,cellular,11,aug,2,-1,0,,16:59:57,17:01:48,DidNotAccept,Chevrolet,Impala,2013,M,,,TRUE,3,TRUE,56,housemaid,married,,0,1780,0,0,56,housemaid,married,,0,1780,0,0,cellular,11,aug,2,-1,0,,16:59:57,17:01:48,0
919,HH4a4b64cb1d,telephone,15,sep,1,-1,0,,15:52:40,16:04:42,Accepted,Pontiac,Vibe,2013,F,,,FALSE,5,TRUE,49,technician,divorced,tertiary,0,596,1,0,49,technician,divorced,tertiary,0,596,1,0,telephone,15,sep,1,-1,0,,15:52:40,16:04:42,1
920,HH847f0a6489,cellular,20,aug,2,-1,0,,9:11:01,9:19:04,DidNotAccept,Mercury,Capri,,F,,,FALSE,1,FALSE,31,management,married,secondary,0,2294,0,0,31,management,married,secondary,0,2294,0,0,cellular,20,aug,2,-1,0,,09:11:01,09:19:04,0
921,HHd1e1ee1f87,cellular,25,may,4,-1,0,,16:29:54,16:40:09,Accepted,Ford,,,M,,Ecuadorian,FALSE,4,TRUE,32,technician,single,tertiary,0,654,1,0,32,technician,single,tertiary,0,654,1,0,cellular,25,may,4,-1,0,,16:29:54,16:40:09,1
922,HH96bf01792b,cellular,16,apr,2,-1,0,,14:28:22,14:30:34,DidNotAccept,Plymouth,Prowler,2010,F,,,TRUE,3,FALSE,43,admin.,married,secondary,0,1138,0,0,43,admin.,married,secondary,0,1138,0,0,cellular,16,apr,2,-1,0,,14:28:22,14:30:34,0
923,HHaad425defa,cellular,24,dec,2,195,2,success,14:12:10,14:14:40,Accepted,Volvo,S80,2012,M,,,TRUE,2,FALSE,43,services,married,tertiary,0,4216,0,0,43,services,married,tertiary,0,4216,0,0,cellular,24,dec,2,195,2,success,14:12:10,14:14:40,1
924,HH599a978af2,,16,jun,1,-1,0,,17:54:09,17:56:52,DidNotAccept,Mazda,MX-5,2019,F,,,FALSE,4,FALSE,52,blue-collar,married,secondary,0,167,0,0,52,blue-collar,married,secondary,0,167,0,0,,16,jun,1,-1,0,,17:54:09,17:56:52,0
925,HH5a71cf8187,cellular,20,nov,2,164,2,failure,13:05:50,13:11:30,DidNotAccept,Suzuki,Forenza,,F,,,TRUE,4,TRUE,38,blue-collar,married,primary,0,3289,0,0,38,blue-collar,married,primary,0,3289,0,0,cellular,20,nov,2,164,2,failure,13:05:50,13:11:30,0
926,HHfebb0d883e,telephone,22,oct,1,-1,0,,15:30:48,15:33:25,Accepted,Chevrolet,Camaro,1980,F,,,TRUE,2,TRUE,28,student,single,secondary,0,2351,0,0,28,student,single,secondary,0,2351,0,0,telephone,22,oct,1,-1,0,,15:30:48,15:33:25,1
927,HH278c6819a7,,6,may,1,-1,0,,13:43:21,13:45:53,DidNotAccept,Mazda,RX-7,1998,M,,,FALSE,4,TRUE,47,blue-collar,married,primary,0,206,1,0,47,blue-collar,married,primary,0,206,1,0,,6,may,1,-1,0,,13:43:21,13:45:53,0
928,HHe9a3682ddd,,9,may,3,-1,0,,9:46:19,9:47:42,DidNotAccept,Chevrolet,Cobalt,2018,M,,Cree,TRUE,5,FALSE,36,technician,married,secondary,0,494,1,0,36,technician,married,secondary,0,494,1,0,,9,may,3,-1,0,,09:46:19,09:47:42,0
929,HH6fa431e0d5,,8,jun,1,-1,0,,15:03:43,15:04:32,DidNotAccept,Dodge,Stratus,2013,F,,,FALSE,2,FALSE,34,admin.,married,secondary,0,592,1,0,34,admin.,married,secondary,0,592,1,0,,8,jun,1,-1,0,,15:03:43,15:04:32,0
930,HH2ab66c7101,cellular,21,aug,2,-1,0,,9:20:03,9:22:31,DidNotAccept,Toyota,MR2,,M,$411.86 ,,TRUE,1,TRUE,32,admin.,married,tertiary,0,227,0,0,32,admin.,married,tertiary,0,227,0,0,cellular,21,aug,2,-1,0,,09:20:03,09:22:31,0
931,HHbbefaebe0a,cellular,18,may,1,306,4,success,14:10:54,14:20:53,DidNotAccept,Ford,Econoline E150,2008,F,$369.72 ,,TRUE,1,FALSE,30,blue-collar,single,,0,694,1,1,30,blue-collar,single,,0,694,1,1,cellular,18,may,1,306,4,success,14:10:54,14:20:53,0
932,HHd0bdc5badc,cellular,12,may,1,298,5,failure,16:56:39,16:59:34,DidNotAccept,Pontiac,G6,,F,$181.19 ,Tlingit-Haida,FALSE,4,FALSE,33,management,married,secondary,0,2858,1,1,33,management,married,secondary,0,2858,1,1,cellular,12,may,1,298,5,failure,16:56:39,16:59:34,0
933,HHd30d7d622e,,15,may,2,-1,0,,17:59:45,18:07:40,DidNotAccept,Honda,Prelude,2011,M,,,TRUE,4,TRUE,36,management,married,tertiary,0,900,1,0,36,management,married,tertiary,0,900,1,0,,15,may,2,-1,0,,17:59:45,18:07:40,0
934,HHbd1bd3bc31,,19,jun,1,-1,0,,13:58:02,14:06:34,Accepted,Mercury,Capri,1995,M,$369.63 ,,FALSE,4,FALSE,57,admin.,single,secondary,0,5768,1,0,57,admin.,single,secondary,0,5768,1,0,,19,jun,1,-1,0,,13:58:02,14:06:34,1
935,HH382f714934,cellular,30,jul,1,-1,0,,11:01:57,11:03:33,DidNotAccept,Ford,F150,2019,M,,,TRUE,1,FALSE,44,services,married,secondary,0,1326,0,0,44,services,married,secondary,0,1326,0,0,cellular,30,jul,1,-1,0,,11:01:57,11:03:33,0
936,HH422cc7ca2d,cellular,28,jul,2,-1,0,,16:32:29,16:39:21,Accepted,Bentley,Arnage,2017,M,,,TRUE,4,FALSE,49,services,divorced,secondary,0,0,0,0,49,services,divorced,secondary,0,0,0,0,cellular,28,jul,2,-1,0,,16:32:29,16:39:21,1
937,HHfc84a2b042,cellular,26,may,3,-1,0,,11:14:20,11:18:02,DidNotAccept,Mercedes-Benz,C-Class,2018,M,,,TRUE,1,TRUE,44,technician,single,tertiary,0,643,0,0,44,technician,single,tertiary,0,643,0,0,cellular,26,may,3,-1,0,,11:14:20,11:18:02,0
938,HHfcfac97b51,cellular,13,oct,1,182,10,success,12:56:34,12:59:23,Accepted,Subaru,B9 Tribeca,2016,M,,,TRUE,2,TRUE,36,management,single,tertiary,0,2646,0,0,36,management,single,tertiary,0,2646,0,0,cellular,13,oct,1,182,10,success,12:56:34,12:59:23,1
939,HH2156424d62,cellular,28,jan,2,-1,0,,15:45:16,15:54:30,DidNotAccept,Pontiac,G6,2019,F,,,FALSE,3,TRUE,28,student,single,,0,78,0,0,28,student,single,,0,78,0,0,cellular,28,jan,2,-1,0,,15:45:16,15:54:30,0
940,HHe6b7d618b7,cellular,13,aug,2,-1,0,,9:19:18,9:21:46,Accepted,Chevrolet,Blazer,2002,M,,,FALSE,3,FALSE,29,admin.,single,tertiary,0,41,1,0,29,admin.,single,tertiary,0,41,1,0,cellular,13,aug,2,-1,0,,09:19:18,09:21:46,1
941,HHd33e57c1a7,cellular,20,nov,2,-1,0,,16:48:42,17:02:43,Accepted,Mercedes-Benz,CLS-Class,2019,M,,Native Hawaiian,TRUE,5,TRUE,45,blue-collar,married,primary,0,5461,1,0,45,blue-collar,married,primary,0,5461,1,0,cellular,20,nov,2,-1,0,,16:48:42,17:02:43,1
942,HHbbbee5bc32,cellular,4,aug,2,-1,0,,17:48:45,17:51:32,DidNotAccept,Dodge,Grand Caravan,2006,F,,,TRUE,5,TRUE,45,blue-collar,married,primary,0,15515,0,0,45,blue-collar,married,primary,0,15515,0,0,cellular,4,aug,2,-1,0,,17:48:45,17:51:32,0
943,HH414ff8d7ce,cellular,21,aug,5,-1,0,,13:51:48,13:57:06,DidNotAccept,Suzuki,Aerio,2013,M,,,TRUE,2,TRUE,32,management,single,tertiary,0,438,0,0,32,management,single,tertiary,0,438,0,0,cellular,21,aug,5,-1,0,,13:51:48,13:57:06,0
944,HHc6c995b78e,telephone,28,jul,11,-1,0,,11:41:53,11:43:23,DidNotAccept,Ford,Probe,2000,F,,,FALSE,4,FALSE,45,entrepreneur,married,primary,0,488,1,0,45,entrepreneur,married,primary,0,488,1,0,telephone,28,jul,11,-1,0,,11:41:53,11:43:23,0
945,HH59287156e0,cellular,19,aug,3,-1,0,,13:45:24,14:02:36,Accepted,Cadillac,Seville,2003,M,,,FALSE,4,FALSE,52,management,married,tertiary,0,7135,0,0,52,management,married,tertiary,0,7135,0,0,cellular,19,aug,3,-1,0,,13:45:24,14:02:36,1
946,HHcef5319d7e,cellular,15,apr,1,-1,0,,16:46:13,16:56:14,DidNotAccept,Mercedes-Benz,E-Class,2010,F,,,TRUE,3,FALSE,32,services,single,secondary,0,-55,1,0,32,services,single,secondary,0,-55,1,0,cellular,15,apr,1,-1,0,,16:46:13,16:56:14,0
947,HH39893207e4,cellular,31,jul,2,-1,0,,13:00:07,13:04:22,DidNotAccept,Ford,Bronco,,M,,,FALSE,3,FALSE,49,management,married,tertiary,0,403,0,0,49,management,married,tertiary,0,403,0,0,cellular,31,jul,2,-1,0,,13:00:07,13:04:22,0
948,HH21ee116b5f,cellular,17,apr,2,337,9,other,10:05:27,10:08:18,DidNotAccept,Lexus,LS,2006,M,,Fijian,FALSE,4,TRUE,53,technician,divorced,secondary,0,281,1,0,53,technician,divorced,secondary,0,281,1,0,cellular,17,apr,2,337,9,other,10:05:27,10:08:18,0
949,HHd141ca0312,,2,jun,3,-1,0,,17:02:23,17:06:38,DidNotAccept,Toyota,4Runner,2019,F,,,TRUE,1,TRUE,53,retired,married,secondary,0,-686,0,1,53,retired,married,secondary,0,-686,0,1,,2,jun,3,-1,0,,17:02:23,17:06:38,0
950,HH99aaade3d1,cellular,9,feb,2,-1,0,,9:37:15,9:56:58,Accepted,Suzuki,X-90,2007,F,$370.09 ,,TRUE,2,TRUE,28,technician,single,secondary,0,313,0,0,28,technician,single,secondary,0,313,0,0,cellular,9,feb,2,-1,0,,09:37:15,09:56:58,1
951,HHf48888acaa,,2,jul,1,417,1,success,12:07:33,12:07:58,Accepted,Mercury,Grand Marquis,2008,M,,,TRUE,4,FALSE,53,services,divorced,secondary,0,36,1,1,53,services,divorced,secondary,0,36,1,1,,2,jul,1,417,1,success,12:07:33,12:07:58,1
952,HH7d7fc718c1,,26,may,2,-1,0,,9:47:56,9:49:56,DidNotAccept,Volkswagen,Touareg,2017,M,,,TRUE,4,FALSE,34,blue-collar,married,primary,0,503,1,0,34,blue-collar,married,primary,0,503,1,0,,26,may,2,-1,0,,09:47:56,09:49:56,0
953,HH299848a824,cellular,2,feb,3,264,2,failure,12:24:59,12:26:54,DidNotAccept,Mitsubishi,Mirage,2001,M,,,TRUE,4,FALSE,43,blue-collar,married,secondary,0,1109,1,0,43,blue-collar,married,secondary,0,1109,1,0,cellular,2,feb,3,264,2,failure,12:24:59,12:26:54,0
954,HH19af3005e3,cellular,30,oct,2,-1,0,,15:59:49,16:05:57,Accepted,Mitsubishi,Chariot,2005,F,,,FALSE,3,TRUE,22,student,single,secondary,0,1522,0,0,22,student,single,secondary,0,1522,0,0,cellular,30,oct,2,-1,0,,15:59:49,16:05:57,1
955,HHd1794085a6,,30,may,2,-1,0,,16:53:56,16:54:30,DidNotAccept,Mitsubishi,Lancer Evolution,2013,F,,Colville,FALSE,5,TRUE,55,technician,divorced,tertiary,0,264,1,0,55,technician,divorced,tertiary,0,264,1,0,,30,may,2,-1,0,,16:53:56,16:54:30,0
956,HH757a04bf65,cellular,14,aug,5,-1,0,,12:43:41,12:45:55,DidNotAccept,Chevrolet,Monte Carlo,2011,F,,,TRUE,1,TRUE,32,management,married,tertiary,0,2349,0,0,32,management,married,tertiary,0,2349,0,0,cellular,14,aug,5,-1,0,,12:43:41,12:45:55,0
957,HH7d7769c2c0,telephone,2,nov,5,98,2,failure,16:56:37,16:59:36,DidNotAccept,Subaru,Legacy,2011,F,,Hmong,FALSE,2,FALSE,72,retired,single,tertiary,0,1285,0,0,72,retired,single,tertiary,0,1285,0,0,telephone,2,nov,5,98,2,failure,16:56:37,16:59:36,0
958,HHa2f645d3bf,cellular,12,nov,1,97,3,success,16:17:00,16:18:29,Accepted,Volkswagen,Jetta,1995,F,,Bolivian,TRUE,4,FALSE,47,management,married,tertiary,0,4693,0,1,47,management,married,tertiary,0,4693,0,1,cellular,12,nov,1,97,3,success,16:17:00,16:18:29,1
959,HH82fa37064d,,19,may,1,-1,0,,12:22:30,12:33:13,DidNotAccept,Hyundai,Sonata,2010,F,,Alaskan Athabascan,TRUE,3,FALSE,34,blue-collar,married,primary,0,-288,1,0,34,blue-collar,married,primary,0,-288,1,0,,19,may,1,-1,0,,12:22:30,12:33:13,0
960,HH58765a6f31,,3,jul,1,-1,0,,9:29:32,9:31:28,DidNotAccept,Isuzu,Rodeo,2009,M,,,TRUE,5,TRUE,32,management,married,tertiary,0,92,0,0,32,management,married,tertiary,0,92,0,0,,3,jul,1,-1,0,,09:29:32,09:31:28,0
961,HH3778387739,cellular,29,jan,3,246,2,failure,12:14:41,12:17:29,DidNotAccept,Ford,Taurus,1999,M,,,FALSE,2,FALSE,57,technician,divorced,secondary,0,77,1,1,57,technician,divorced,secondary,0,77,1,1,cellular,29,jan,3,246,2,failure,12:14:41,12:17:29,0
962,HHa4c061889e,cellular,24,jul,1,-1,0,,10:00:36,10:08:20,DidNotAccept,Mercedes-Benz,CL-Class,2010,F,,,FALSE,4,TRUE,59,retired,married,secondary,0,163,0,0,59,retired,married,secondary,0,163,0,0,cellular,24,jul,1,-1,0,,10:00:36,10:08:20,0
963,HH1984921f0f,cellular,27,aug,6,-1,0,,17:25:53,17:35:34,Accepted,Lexus,GS,2017,F,,Japanese,TRUE,4,TRUE,31,technician,divorced,tertiary,0,0,0,0,31,technician,divorced,tertiary,0,0,0,0,cellular,27,aug,6,-1,0,,17:25:53,17:35:34,1
964,HH6bd609cc5b,telephone,10,nov,1,-1,0,,14:09:37,14:18:21,Accepted,Infiniti,Q,2002,F,,,TRUE,2,TRUE,43,admin.,married,secondary,0,2271,0,0,43,admin.,married,secondary,0,2271,0,0,telephone,10,nov,1,-1,0,,14:09:37,14:18:21,1
965,HH115320c0c3,cellular,18,nov,1,-1,0,,17:11:04,17:12:10,DidNotAccept,Lotus,Elise,2015,F,,,FALSE,3,FALSE,47,management,married,secondary,0,458,0,0,47,management,married,secondary,0,458,0,0,cellular,18,nov,1,-1,0,,17:11:04,17:12:10,0
966,HH4e7f2eec07,,19,jun,3,-1,0,,16:38:23,16:49:14,Accepted,Dodge,Stratus,2007,F,,Tongan,TRUE,4,TRUE,42,blue-collar,single,secondary,0,625,0,0,42,blue-collar,single,secondary,0,625,0,0,,19,jun,3,-1,0,,16:38:23,16:49:14,1
967,HH159fc3fc0d,cellular,20,apr,1,-1,0,,16:54:07,17:01:40,Accepted,Lincoln,Town Car,2002,F,,,FALSE,2,TRUE,29,management,single,tertiary,0,1170,0,0,29,management,single,tertiary,0,1170,0,0,cellular,20,apr,1,-1,0,,16:54:07,17:01:40,1
968,HH46b7f936d2,cellular,20,nov,1,-1,0,,16:01:46,16:04:05,DidNotAccept,Saturn,,2017,F,,,FALSE,1,FALSE,33,blue-collar,single,primary,0,785,1,0,33,blue-collar,single,primary,0,785,1,0,cellular,20,nov,1,-1,0,,16:01:46,16:04:05,0
969,HH5fa4abfaea,,8,may,1,-1,0,,11:08:40,11:09:55,DidNotAccept,Dodge,Ram Van 1500,2006,M,,,FALSE,5,FALSE,30,admin.,single,secondary,0,387,1,0,30,admin.,single,secondary,0,387,1,0,,8,may,1,-1,0,,11:08:40,11:09:55,0
970,HH20fc84c395,cellular,9,feb,4,-1,0,,16:56:54,16:58:36,DidNotAccept,Hyundai,Veracruz,2019,F,,,FALSE,4,TRUE,45,management,married,secondary,0,1134,0,1,45,management,married,secondary,0,1134,0,1,cellular,9,feb,4,-1,0,,16:56:54,16:58:36,0
971,HH9b274cf2b5,cellular,27,feb,1,-1,0,,9:46:40,9:49:16,Accepted,Ford,Thunderbird,1977,F,,,FALSE,2,TRUE,42,unemployed,married,tertiary,0,576,0,0,42,unemployed,married,tertiary,0,576,0,0,cellular,27,feb,1,-1,0,,09:46:40,09:49:16,1
972,HH534332205a,cellular,6,feb,2,-1,0,,16:23:54,16:40:18,Accepted,Volvo,,2019,M,,,TRUE,4,TRUE,26,services,single,tertiary,0,1140,1,0,26,services,single,tertiary,0,1140,1,0,cellular,6,feb,2,-1,0,,16:23:54,16:40:18,1
973,HHb7622217a4,,29,may,1,-1,0,,16:28:17,16:40:30,Accepted,Audi,S4,2017,F,,,TRUE,4,TRUE,27,blue-collar,single,secondary,0,2486,1,0,27,blue-collar,single,secondary,0,2486,1,0,,29,may,1,-1,0,,16:28:17,16:40:30,1
974,HH9ce85a9dc4,telephone,25,mar,2,-1,0,,16:13:32,16:18:14,DidNotAccept,Mitsubishi,Starion,1998,F,,,FALSE,4,FALSE,58,services,married,secondary,0,307,0,0,58,services,married,secondary,0,307,0,0,telephone,25,mar,2,-1,0,,16:13:32,16:18:14,0
975,HHe14d13d2ec,cellular,23,jul,17,-1,0,,13:59:16,14:00:09,DidNotAccept,Ford,Ranger,2017,M,,,TRUE,4,FALSE,51,admin.,divorced,secondary,0,21,0,0,51,admin.,divorced,secondary,0,21,0,0,cellular,23,jul,17,-1,0,,13:59:16,14:00:09,0
976,HHd49152b68e,,26,may,2,-1,0,,11:41:26,11:47:39,DidNotAccept,Dodge,Charger,2009,M,,Houma,TRUE,4,TRUE,44,services,married,secondary,0,-627,1,0,44,services,married,secondary,0,-627,1,0,,26,may,2,-1,0,,11:41:26,11:47:39,0
977,HHaeb64c6129,,16,may,1,-1,0,,17:04:42,17:27:02,Accepted,Suzuki,Swift,2014,F,,,TRUE,4,TRUE,50,admin.,divorced,secondary,0,363,1,0,50,admin.,divorced,secondary,0,363,1,0,,16,may,1,-1,0,,17:04:42,17:27:02,1
978,HHc33b09cb58,cellular,7,may,1,293,1,success,13:37:08,13:47:31,Accepted,BMW,X3,2018,F,$850.06 ,,TRUE,5,TRUE,31,services,divorced,primary,0,459,1,0,31,services,divorced,primary,0,459,1,0,cellular,7,may,1,293,1,success,13:37:08,13:47:31,1
979,HH601d10698e,cellular,11,aug,4,-1,0,,9:52:52,9:57:17,DidNotAccept,Volkswagen,Cabriolet,2007,F,,,TRUE,5,TRUE,40,self-employed,married,tertiary,0,271,1,0,40,self-employed,married,tertiary,0,271,1,0,cellular,11,aug,4,-1,0,,09:52:52,09:57:17,0
980,HHadae5536c8,cellular,20,apr,2,-1,0,,11:48:25,11:49:34,DidNotAccept,Pontiac,G6,2019,F,,,FALSE,5,TRUE,46,entrepreneur,married,secondary,0,131,1,0,46,entrepreneur,married,secondary,0,131,1,0,cellular,20,apr,2,-1,0,,11:48:25,11:49:34,0
